date,buyer_class,allotment_amount,share_of_instrument,instrument
2014-09-30,foreign_official,136.6291435,0.1314750595942734,bills
2014-09-30,dealers,246.3797748,0.7000293070983741,nominal_coupons
2014-09-30,fed,0.0446516,0.00012686686086228925,nominal_coupons
2014-09-30,foreign_official,105.53194500000001,0.29984382604076365,nominal_coupons
2014-12-31,dealers,1119.4597763,0.8227706580679042,all_instruments
2014-12-31,fed,0.0880754,6.473287951185307e-05,all_instruments
2014-12-31,foreign_official,241.04974049999998,0.1771646090525839,all_instruments
2014-12-31,dealers,879.8446679,0.864622263129945,bills
2014-12-31,foreign_official,137.7611762,0.13537773687005497,bills
2014-12-31,dealers,239.6151084,0.6986031288721841,nominal_coupons
2014-12-31,fed,0.0880754,0.0002567857695932714,nominal_coupons
2014-12-31,foreign_official,103.2885643,0.3011400853582227,nominal_coupons
2015-03-31,dealers,1037.7725146,0.8212532251400251,all_instruments
2015-03-31,fed,0.0024149,1.91105891270889e-06,all_instruments
2015-03-31,foreign_official,225.87004969999998,0.1787448638010621,all_instruments
2015-03-31,dealers,837.938845,0.8693426649888141,bills
2015-03-31,foreign_official,125.9375167,0.130657335011186,bills
2015-03-31,dealers,199.8336696,0.6666263842645236,nominal_coupons
2015-03-31,fed,0.0024149,8.055879965487048e-06,nominal_coupons
2015-03-31,foreign_official,99.93253299999999,0.33336555985551086,nominal_coupons
2015-06-30,dealers,1016.127334,0.797115932367949,all_instruments
2015-06-30,fed,1.8974564,0.0014884873940548204,all_instruments
2015-06-30,foreign_official,256.72997580000003,0.20139558023799606,all_instruments
2015-06-30,dealers,819.9785668,0.8442082688620793,bills
2015-06-30,foreign_official,151.3203378,0.1557917311379206,bills
2015-06-30,dealers,196.1487672,0.6463831878738044,nominal_coupons
2015-06-30,fed,1.8974564,0.006252825007220095,nominal_coupons
2015-06-30,foreign_official,105.409638,0.3473639871189755,nominal_coupons
2015-09-30,dealers,1058.056663,0.8348419324409384,all_instruments
2015-09-30,fed,1.286561,0.0010151394618107955,all_instruments
2015-09-30,foreign_official,208.0304211,0.16414292809725084,all_instruments
2015-09-30,dealers,852.8289823,0.8761309699412013,bills
2015-09-30,foreign_official,120.5745516,0.12386903005879873,bills
2015-09-30,dealers,205.2276807,0.698124308836197,nominal_coupons
2015-09-30,fed,1.286561,0.004376502749712196,nominal_coupons
2015-09-30,foreign_official,87.4558695,0.29749918841409073,nominal_coupons
2015-12-31,dealers,1096.1721073,0.8238722303698569,all_instruments
2015-12-31,fed,0.326086,0.0002450830470172328,all_instruments
2015-12-31,foreign_official,234.0140717,0.17588268658312592,all_instruments
2015-12-31,dealers,895.5729608,0.8670227701686726,bills
2015-12-31,foreign_official,137.3560367,0.1329772298313273,bills
2015-12-31,dealers,200.5991465,0.6740941726503491,nominal_coupons
2015-12-31,fed,0.326086,0.0010957806960702184,nominal_coupons
2015-12-31,foreign_official,96.658035,0.32481004665358076,nominal_coupons
2016-03-31,dealers,1201.3329697,0.7946426903951741,all_instruments
2016-03-31,fed,62.2058987,0.04114717896551347,all_instruments
2016-03-31,foreign_official,248.2512534,0.1642101306393124,all_instruments
2016-03-31,dealers,1018.8565552,0.8724039414616206,bills
2016-03-31,foreign_official,149.0159254,0.1275960585383794,bills
2016-03-31,dealers,182.4764145,0.530581722598765,nominal_coupons
2016-03-31,fed,62.2058987,0.18087440493878335,nominal_coupons
2016-03-31,foreign_official,99.235328,0.2885438724624516,nominal_coupons
2016-06-30,dealers,1000.5130939000001,0.7519152464232829,all_instruments
2016-06-30,fed,80.6012564,0.0605742332984296,all_instruments
2016-06-30,foreign_official,249.50515589999998,0.18751052027828746,all_instruments
2016-06-30,dealers,838.3164405,0.8520705766139683,bills
2016-06-30,foreign_official,145.5415444,0.1479294233860316,bills
2016-06-30,dealers,162.1966534,0.4677469772076467,nominal_coupons
2016-06-30,fed,80.6012564,0.23244002419249968,nominal_coupons
2016-06-30,foreign_official,103.9636115,0.29981299859985355,nominal_coupons
2016-09-30,dealers,1209.2218719,0.8240964863157827,all_instruments
2016-09-30,fed,30.993797,0.021122574606719405,all_instruments
2016-09-30,foreign_official,227.11478570000003,0.154780939077498,all_instruments
2016-09-30,dealers,1015.7146541,0.8744034732337922,bills
2016-09-30,foreign_official,145.89401420000002,0.12559652676620786,bills
2016-09-30,dealers,193.5072178,0.6329520056189728,nominal_coupons
2016-09-30,fed,30.993797,0.10137909167384712,nominal_coupons
2016-09-30,foreign_official,81.2207715,0.2656689027071801,nominal_coupons
2016-12-31,dealers,1119.8416922000001,0.8218971849593056,all_instruments
2016-12-31,fed,30.6388749,0.022487111531951164,all_instruments
2016-12-31,foreign_official,212.0276793,0.15561570350874315,all_instruments
2016-12-31,dealers,950.0492835,0.8628730114867446,bills
2016-12-31,foreign_official,150.9809618,0.1371269885132555,bills
2016-12-31,dealers,169.7924087,0.6493563817441925,nominal_coupons
2016-12-31,fed,30.6388749,0.11717572710173207,nominal_coupons
2016-12-31,foreign_official,61.0467175,0.23346789115407535,nominal_coupons
2017-03-31,dealers,1217.8714233,0.8029056322960302,all_instruments
2017-03-31,fed,56.0540536,0.03695473470139643,all_instruments
2017-03-31,foreign_official,242.9046141,0.1601396330025734,all_instruments
2017-03-31,dealers,1012.1428919,0.8793263055763234,bills
2017-03-31,foreign_official,138.9006803,0.12067369442367666,bills
2017-03-31,dealers,205.7285314,0.5624278666007524,nominal_coupons
2017-03-31,fed,56.0540536,0.15324253552014722,nominal_coupons
2017-03-31,foreign_official,104.0039338,0.2843295978791004,nominal_coupons
2017-06-30,dealers,1173.6905262,0.7952635312426372,all_instruments
2017-06-30,fed,59.7964919,0.040516616810633115,all_instruments
2017-06-30,foreign_official,242.36404270000003,0.16421985194672972,all_instruments
2017-06-30,dealers,1014.5833944,0.8675575122163331,bills
2017-06-30,foreign_official,154.8876552,0.13244248778366682,bills
2017-06-30,dealers,159.1071318,0.5193130295178995,nominal_coupons
2017-06-30,fed,59.7964919,0.19517099586815342,nominal_coupons
2017-06-30,foreign_official,87.4763875,0.285515974613947,nominal_coupons
2017-09-30,dealers,1125.7831895,0.8196319829114155,all_instruments
2017-09-30,fed,34.924526,0.025426972764031743,all_instruments
2017-09-30,foreign_official,212.81505199999998,0.15494104432455286,all_instruments
2017-09-30,dealers,984.358098,0.8752578434288409,bills
2017-09-30,foreign_official,140.2911758,0.12474215657115911,bills
2017-09-30,dealers,141.4250915,0.5682609642249741,nominal_coupons
2017-09-30,fed,34.924526,0.14033043648311994,nominal_coupons
2017-09-30,foreign_official,72.5238762,0.29140859929190605,nominal_coupons
2017-12-31,dealers,1209.4647366,0.8621842673008381,all_instruments
2017-12-31,fed,26.5594334,0.018933272656032566,all_instruments
2017-12-31,foreign_official,166.767301,0.11888246004312925,all_instruments
2017-12-31,dealers,1047.4021721,0.9135516709896963,bills
2017-12-31,foreign_official,99.1144458,0.08644832901030385,bills
2017-12-31,dealers,162.0625645,0.6323779432106911,nominal_coupons
2017-12-31,fed,26.5594334,0.10363651789758843,nominal_coupons
2017-12-31,foreign_official,67.6528552,0.26398553889172044,nominal_coupons
2018-03-31,dealers,1385.1793189,0.8259805197609681,all_instruments
2018-03-31,fed,67.05859889999999,0.03998695015014368,all_instruments
2018-03-31,foreign_official,224.77417359999998,0.1340325300888883,all_instruments
2018-03-31,dealers,1216.7064837,0.9084192924340784,bills
2018-03-31,foreign_official,122.6601434,0.0915807075659217,bills
2018-03-31,dealers,168.4728352,0.49896371494068376,nominal_coupons
2018-03-31,fed,67.05859889999999,0.1986065444090137,nominal_coupons
2018-03-31,foreign_official,102.1140302,0.30242974065030265,nominal_coupons
2018-06-30,dealers,1284.7182244,0.8142433901871061,all_instruments
2018-06-30,fed,72.4822561,0.04593863215635259,all_instruments
2018-06-30,foreign_official,220.6056643,0.1398179776565413,all_instruments
2018-06-30,dealers,1066.4097002,0.8816176336097397,bills
2018-06-30,foreign_official,143.1959832,0.11838236639026029,bills
2018-06-30,dealers,218.3085242,0.5929067100294514,nominal_coupons
2018-06-30,fed,72.4822561,0.19685541898671832,nominal_coupons
2018-06-30,foreign_official,77.4096811,0.21023787098383034,nominal_coupons
2018-09-30,dealers,1365.4184239,0.8272918950809833,all_instruments
2018-09-30,fed,39.8906636,0.02416931111228285,all_instruments
2018-09-30,foreign_official,245.1584585,0.14853879380673382,all_instruments
2018-09-30,dealers,1151.274026,0.8697413244149642,bills
2018-09-30,foreign_official,172.42302469999998,0.1302586755850358,bills
2018-09-30,dealers,214.1443979,0.655335781473781,nominal_coupons
2018-09-30,fed,39.8906636,0.12207547552106061,nominal_coupons
2018-09-30,foreign_official,72.7354338,0.22258874300515832,nominal_coupons
2018-12-31,dealers,1531.2132024,0.8549007649345901,all_instruments
2018-12-31,fed,29.2463358,0.01632869596981336,all_instruments
2018-12-31,foreign_official,230.6409792,0.1287705390955966,all_instruments
2018-12-31,dealers,1254.357057,0.9108133449773257,bills
2018-12-31,fed,0.026,1.887911168295876e-05,bills
2018-12-31,foreign_official,122.8003845,0.08916777591099147,bills
2018-12-31,dealers,276.8561454,0.6688686249486524,nominal_coupons
2018-12-31,fed,29.2203358,0.07059466134965514,nominal_coupons
2018-12-31,foreign_official,107.8405947,0.26053671370169246,nominal_coupons
2019-03-31,dealers,1617.0102354,0.8757073103829187,all_instruments
2019-03-31,fed,26.0522676,0.014108853914414781,all_instruments
2019-03-31,foreign_official,203.45655219999998,0.11018383570266661,all_instruments
2019-03-31,dealers,1443.2376649,0.916587091344858,bills
2019-03-31,foreign_official,131.3401123,0.0834129086551419,bills
2019-03-31,dealers,173.7725705,0.6390076996696323,nominal_coupons
2019-03-31,fed,26.0522676,0.09580107805479976,nominal_coupons
2019-03-31,foreign_official,72.1164399,0.2651912222755679,nominal_coupons
2019-06-30,dealers,1570.0092386000001,0.8644645525202018,all_instruments
2019-06-30,fed,45.4629684,0.025032416159023022,all_instruments
2019-06-30,foreign_official,200.6916068,0.11050303132077523,all_instruments
2019-06-30,dealers,1363.687875,0.924616354133234,bills
2019-06-30,fed,0.005,3.390131902922558e-06,bills
2019-06-30,foreign_official,111.1759924,0.07538025573486316,bills
2019-06-30,dealers,206.3213636,0.604525105854307,nominal_coupons
2019-06-30,fed,45.4579684,0.13319262086794262,nominal_coupons
2019-06-30,foreign_official,89.5156144,0.2622822732777505,nominal_coupons
2019-09-30,dealers,1633.4762104000001,0.8443826184983025,all_instruments
2019-09-30,fed,95.4895563,0.049360817791212735,all_instruments
2019-09-30,foreign_official,205.555592,0.10625656371048471,all_instruments
2019-09-30,dealers,1392.9163407,0.9281930170340433,bills
2019-09-30,fed,0.05,3.331833326643245e-05,bills
2019-09-30,foreign_official,107.7089662,0.07177366463269017,bills
2019-09-30,dealers,240.5598697,0.554482099587935,nominal_coupons
2019-09-30,fed,95.4395563,0.21998484463331472,nominal_coupons
2019-09-30,foreign_official,97.8466258,0.22553305577875032,nominal_coupons
2019-12-31,dealers,1620.5040487,0.8364074910364663,all_instruments
2019-12-31,fed,98.19428930000001,0.050682032675826126,all_instruments
2019-12-31,foreign_official,218.7592602,0.11291047628770759,all_instruments
2019-12-31,dealers,1425.2450346,0.9090285031470126,bills
2019-12-31,fed,21.7193416,0.013852706099430631,bills
2019-12-31,foreign_official,120.9127912,0.07711879075355683,bills
2019-12-31,dealers,195.2590141,0.5283261715923082,nominal_coupons
2019-12-31,fed,76.4749477,0.20692369326606674,nominal_coupons
2019-12-31,foreign_official,97.846469,0.26475013514162504,nominal_coupons
2020-03-31,dealers,1693.2712003,0.8043302857176367,all_instruments
2020-03-31,fed,169.59616069999998,0.08056082709507902,all_instruments
2020-03-31,foreign_official,242.32652560000002,0.11510888718728432,all_instruments
2020-03-31,dealers,1459.7040109,0.859192184839686,bills
2020-03-31,fed,80.6050363,0.04744469887767107,bills
2020-03-31,foreign_official,158.6170332,0.09336311628264295,bills
2020-03-31,dealers,233.5671894,0.5749094214101181,nominal_coupons
2020-03-31,fed,88.9911244,0.21904547454146764,nominal_coupons
2020-03-31,foreign_official,83.7094924,0.20604510404841428,nominal_coupons
2020-06-30,dealers,3371.2798821,0.8415192645345784,all_instruments
2020-06-30,fed,322.7200302,0.08055549582413025,all_instruments
2020-06-30,foreign_official,312.1827435,0.07792523964129135,all_instruments
2020-06-30,dealers,3111.4748694,0.881688430536057,bills
2020-06-30,fed,218.4277295,0.06189514943617285,bills
2020-06-30,foreign_official,199.0933158,0.056416420027770114,bills
2020-06-30,dealers,259.8050127,0.5444514491352032,nominal_coupons
2020-06-30,fed,104.2923007,0.2185565769484453,nominal_coupons
2020-06-30,foreign_official,113.0894277,0.23699197391635154,nominal_coupons
2020-09-30,dealers,2670.0261139,0.8017782128558438,all_instruments
2020-09-30,fed,383.58067559999995,0.1151848766450393,all_instruments
2020-09-30,foreign_official,276.5237517,0.08303691049911686,all_instruments
2020-09-30,dealers,2389.4889625,0.8659762809987741,bills
2020-09-30,fed,240.4962225,0.08715839563322682,bills
2020-09-30,foreign_official,129.3155198,0.046865323367999166,bills
2020-09-30,dealers,280.53715139999997,0.4914549547186213,nominal_coupons
2020-09-30,fed,143.0844531,0.2506604314910684,nominal_coupons
2020-09-30,foreign_official,147.2082319,0.25788461379031025,nominal_coupons
2020-12-31,dealers,2668.0869648999997,0.7808536543653383,all_instruments
2020-12-31,fed,392.27853170000003,0.11480589989633071,all_instruments
2020-12-31,foreign_official,356.51928069999997,0.10434044573833104,all_instruments
2020-12-31,dealers,2339.1726169,0.8365967843207622,bills
2020-12-31,fed,266.8764999,0.0954474330000525,bills
2020-12-31,foreign_official,190.008268,0.0679557826791853,bills
2020-12-31,dealers,328.914348,0.5297999926767084,nominal_coupons
2020-12-31,fed,125.4020318,0.20199178276432123,nominal_coupons
2020-12-31,foreign_official,166.5110127,0.2682082245589703,nominal_coupons
2021-03-31,dealers,2343.4146846999997,0.751491869786934,all_instruments
2021-03-31,fed,413.4822125,0.1325964725850655,all_instruments
2021-03-31,foreign_official,361.4531195,0.1159116576280005,all_instruments
2021-03-31,dealers,2009.7026895,0.8284621317796437,bills
2021-03-31,fed,231.5116568,0.09543632584384082,bills
2021-03-31,foreign_official,184.60888980000001,0.07610154237651545,bills
2021-03-31,dealers,333.7119952,0.4818759426326798,nominal_coupons
2021-03-31,fed,181.9705557,0.2627632039620794,nominal_coupons
2021-03-31,foreign_official,176.8442297,0.2553608534052409,nominal_coupons
2021-06-30,dealers,2333.5074064,0.746523776830681,all_instruments
2021-06-30,fed,466.6916841,0.1493016211023255,all_instruments
2021-06-30,foreign_official,325.6322344,0.10417460206699332,all_instruments
2021-06-30,dealers,2030.5825258,0.8369615470972551,bills
2021-06-30,fed,247.4674419,0.1020006477930384,bills
2021-06-30,foreign_official,148.0860153,0.06103780510970642,bills
2021-06-30,dealers,302.9248806,0.4329382553518468,nominal_coupons
2021-06-30,fed,219.2242422,0.31331385114656285,nominal_coupons
2021-06-30,foreign_official,177.5462191,0.25374789350159027,nominal_coupons
2021-09-30,dealers,2093.3542955000003,0.7320595231297361,all_instruments
2021-09-30,fed,431.7761359,0.1509949046013048,all_instruments
2021-09-30,foreign_official,334.4106706,0.11694557226895912,all_instruments
2021-09-30,dealers,1820.7283531,0.8135728758533459,bills
2021-09-30,fed,266.5196567,0.11909144118269042,bills
2021-09-30,foreign_official,150.693307,0.06733568296396358,bills
2021-09-30,dealers,272.6259424,0.43858757498167805,nominal_coupons
2021-09-30,fed,165.2564792,0.2658567186390334,nominal_coupons
2021-09-30,foreign_official,183.7173636,0.29555570637928846,nominal_coupons
2021-12-31,dealers,2101.7266664,0.7358865938242027,all_instruments
2021-12-31,fed,418.4393316,0.1465099622020003,all_instruments
2021-12-31,foreign_official,335.8809582,0.11760344397379696,all_instruments
2021-12-31,dealers,1833.7801215,0.8291113344654013,bills
2021-12-31,fed,250.7851814,0.11338809597555218,bills
2021-12-31,foreign_official,127.1764081,0.05750056955904649,bills
2021-12-31,dealers,267.9465449,0.4158689486018793,nominal_coupons
2021-12-31,fed,167.6541502,0.2602091965710417,nominal_coupons
2021-12-31,foreign_official,208.7045501,0.32392185482707914,nominal_coupons
2022-03-31,dealers,1959.4869667,0.7101679425008133,all_instruments
2022-03-31,fed,452.83302860000003,0.16411821343158206,all_instruments
2022-03-31,foreign_official,346.868148,0.12571384406760475,all_instruments
2022-03-31,dealers,1770.66579,0.8144035552034801,bills
2022-03-31,fed,253.5323722,0.11661018496260209,bills
2022-03-31,foreign_official,149.9890435,0.06898625983391786,bills
2022-03-31,dealers,188.8211767,0.3227707249062706,nominal_coupons
2022-03-31,fed,199.3006564,0.34068433670831777,nominal_coupons
2022-03-31,foreign_official,196.8791045,0.33654493838541155,nominal_coupons
2022-06-30,dealers,1558.951156,0.683977489207197,all_instruments
2022-06-30,fed,421.5859039,0.18496748081225237,all_instruments
2022-06-30,foreign_official,298.70630789999996,0.13105502998055052,all_instruments
2022-06-30,dealers,1376.7403535,0.7633732641440361,bills
2022-06-30,fed,257.0407674,0.1425236422607888,bills
2022-06-30,foreign_official,169.714519,0.09410309359517514,bills
2022-06-30,dealers,182.2108025,0.3829987865718192,nominal_coupons
2022-06-30,fed,164.5451365,0.3458663633062829,nominal_coupons
2022-06-30,foreign_official,128.9917889,0.271134850121898,nominal_coupons
2022-09-30,dealers,1963.0333782,0.7391436517066207,all_instruments
2022-09-30,fed,343.4543076,0.12932132175287375,all_instruments
2022-09-30,foreign_official,349.33351170000003,0.13153502654050567,all_instruments
2022-09-30,dealers,1799.6478923,0.7950256673737622,bills
2022-09-30,fed,235.4747328,0.10402504700779036,bills
