sector,date,alpha,beta_net_public_supply,beta_delta_soma
banks,2019-09-30,2409.2263180578275,0.07122969138939576,-0.2087213549097403
banks,2019-12-31,3282.568905990093,0.07206603922801043,-0.084598449737638
banks,2020-03-31,4144.674241683075,0.0711931439342668,-0.04524180035769514
banks,2020-06-30,515.3330242471972,0.08692239610623863,-0.037414649801889174
banks,2020-09-30,4188.06744849302,0.08191754862720753,-0.025294836701751693
banks,2020-12-31,3078.387254142952,0.08560985009202725,-0.03505099439615107
banks,2021-03-31,5884.653677583576,0.08164447425116877,-0.027078830241401838
banks,2021-06-30,8718.93511015452,0.07523532280451001,-0.011650813919241117
banks,2021-09-30,16848.850201083136,0.045271090961153455,0.045373171558162145
banks,2021-12-31,19002.332703586693,0.0619934464358052,0.02144028218487138
banks,2022-03-31,19753.9988976753,0.05116956318197694,0.03904895618698233
banks,2022-06-30,25987.606924303946,0.0446540957724049,0.04293054662587729
banks,2022-09-30,23451.401022760318,0.030662178429597887,0.07843666126143792
banks,2022-12-31,21774.62302414865,0.026486081138628523,0.09151051350690295
banks,2023-03-31,17462.38070558496,0.02494352255532549,0.10613101001549062
banks,2023-06-30,17299.74711281044,0.007014302969484685,0.14395619997548192
banks,2023-09-30,16864.640055450174,0.006579059203248691,0.1454939364199625
banks,2023-12-31,14391.513193399533,0.015908355845928004,0.12883526777411589
banks,2024-03-31,17790.649292828686,0.024243841622278103,0.10540838371945833
banks,2024-06-30,14343.823221670036,0.02705678306767222,0.10562760044730993
banks,2024-09-30,13251.188938079447,0.027907002629762794,0.10426131521838829
banks,2024-12-31,16643.050903351974,0.027185703292857015,0.10348455144072301
banks,2025-03-31,30264.16547746239,0.0048788547216845396,0.15823598369518246
banks,2025-06-30,26681.615068806404,0.02665580949464703,0.21101742660455192
banks,2025-09-30,23404.34041931826,0.03821262764568467,0.21611270023743348
banks,2025-12-31,24784.351087128256,0.043637735744343605,0.2614974581285221
dealers,2005-09-30,-12620.651826082672,0.20773561215802852,-0.9905321233234076
dealers,2005-12-31,-11702.779419873588,0.21349614751018192,-1.0447616368606825
dealers,2006-03-31,-7201.834526791762,0.18398058103810355,-1.3529234319768906
dealers,2006-06-30,-8522.56106728692,0.1925869199603089,-1.3191551850650374
dealers,2006-09-30,-6603.306655555665,0.19022128650746026,-1.4554983197443532
dealers,2006-12-31,-4726.144549502735,0.18226733569632428,-1.3665904715638932
dealers,2007-03-31,-8110.728499821424,0.15983387880632127,-0.9576805068468782
dealers,2007-06-30,-13065.107068091434,0.20381824942449064,-0.923087206444112
dealers,2007-09-30,-827.97534975819,0.20842333331016735,-2.18979802609666
dealers,2007-12-31,-12880.552887006206,0.21641990628084198,-0.895878934559051
dealers,2008-03-31,-18208.122164286586,0.21673580404744705,-0.052367270690379254
dealers,2008-06-30,-18634.35892657504,0.22131168706285817,-0.03700842324025937
dealers,2008-09-30,-12415.497356995738,0.10793984363212952,-0.051948521304825836
dealers,2008-12-31,-15067.676093717042,0.12365328847123137,-0.06584300018623766
dealers,2009-03-31,-13561.301362976426,0.12091812774987562,-0.055025897756729586
dealers,2009-06-30,-13353.83179435924,0.11746399034484334,-0.08704669001444833
dealers,2009-09-30,-15951.109337622867,0.10737445776461715,-0.1727264527668787
dealers,2009-12-31,-14908.439976690006,0.10715234648110927,-0.16990544452889889
dealers,2010-03-31,-15999.61658387954,0.10498789068129528,-0.16701397724779177
dealers,2010-06-30,-15424.799125877527,0.09499544154087124,-0.1569505171788487
dealers,2010-09-30,-14456.170912252956,0.09305100992664755,-0.15403807096401445
dealers,2010-12-31,-16207.15436634533,0.09609652813171164,-0.16833596785028687
dealers,2011-03-31,-13136.916143869745,0.08585568099387693,-0.08866899068369113
dealers,2011-06-30,-7473.540849582655,0.06735558844864352,-0.050963797560594666
dealers,2011-09-30,-8548.590764240456,0.06833499072146598,-0.05004298535391625
dealers,2011-12-31,-9468.114341192417,0.08081607253394414,-0.05853430747087474
dealers,2012-03-31,-9002.988367279573,0.07567757906978818,-0.05444829795795118
dealers,2012-06-30,4718.829795172871,0.03903885061878572,-0.05699456203974901
dealers,2012-09-30,-10248.312811627387,0.0703771883945611,-0.040693203198627695
dealers,2012-12-31,-7606.797989066302,0.0711815879676869,-0.047496872928470844
dealers,2013-03-31,-10579.754651814568,0.07321880042698588,-0.054786207785118564
dealers,2013-06-30,5435.4074968336045,0.03693185948094774,-0.094669372639766
dealers,2013-09-30,17139.19091592326,0.011322900023106392,-0.10114584779238737
dealers,2013-12-31,29409.172928942,-0.03930599105439783,-0.11732205604842166
dealers,2014-03-31,30882.322240326,-0.052509340719022336,-0.1103765727952325
dealers,2014-06-30,15746.989336060098,-0.011720710061511748,-0.09737900631672694
dealers,2014-09-30,7184.999115477595,0.01376009817243907,-0.07028931846218893
dealers,2014-12-31,4629.7713536046385,0.0163835236363294,-0.06058274579354688
dealers,2015-03-31,7836.020877247857,0.0012589184576009221,-0.06037942535879632
dealers,2015-06-30,5039.7433151774485,0.01733412879071357,-0.06376401972020128
dealers,2015-09-30,2839.2636952206844,0.019373670639776644,-0.05549663643104178
dealers,2015-12-31,1876.7205227753739,0.01996242867924791,-0.03765789994188432
dealers,2016-03-31,4706.551114934411,0.015143672426737939,-0.0767694282221423
dealers,2016-06-30,6834.375493385586,0.018051701800224966,-0.17027125014690625
dealers,2016-09-30,6379.583809182338,0.01661449701316886,-0.16564513744282217
dealers,2016-12-31,3534.341657984466,-0.0028457479963025618,-0.11879146230211071
dealers,2017-03-31,5933.539036413236,-0.009146679808484834,-0.1290435611412681
dealers,2017-06-30,7258.377294212088,-0.01454202452100692,-0.13190295604621688
dealers,2017-09-30,8310.21641294463,-0.01643546071542273,-0.14253196452109085
dealers,2017-12-31,5068.412226298364,-0.03580321134730995,-0.08907042550560194
dealers,2018-03-31,3964.681442453676,-0.030275900546216813,-0.0568991249351406
dealers,2018-06-30,8860.074111190823,-0.041309763377064115,-0.0779405178217404
dealers,2018-09-30,4969.651694700632,-0.036170433520788595,-0.16658847100101312
dealers,2018-12-31,8091.949729218608,-0.02106512665369842,-0.39197401428855766
dealers,2019-03-31,4980.191456770693,-0.026736500890478875,-0.4813309312674934
dealers,2019-06-30,2791.446960244728,-0.020760527311250776,-0.4925840510167939
dealers,2019-09-30,4640.494461291517,-0.035186551021726034,-0.48901931640021945
dealers,2019-12-31,10729.855746873338,-0.03102122108197393,-0.1620507796630262
dealers,2020-03-31,12555.661097857019,-0.031153708762838475,-0.0007958228756763465
dealers,2020-06-30,4927.119274514397,0.005854190061473181,0.021729496261147098
dealers,2020-09-30,420.21854794408046,0.012237105939549514,0.0027327380365221293
dealers,2020-12-31,-568.5080002428998,0.013000156700428448,-0.000478046010826593
dealers,2021-03-31,-7127.591347162971,0.025335036841521157,-0.026922991802185617
dealers,2021-06-30,-6016.736576998946,0.022498032810281787,-0.019494607675377078
dealers,2021-09-30,-6494.663149801716,0.023405742697931387,-0.020968988207937377
dealers,2021-12-31,-4413.7806945410985,0.0310559459709594,-0.03396493876910887
dealers,2022-03-31,-6358.043538169513,0.03595983428762294,-0.04019486445951558
dealers,2022-06-30,-9195.934866053078,0.038913309198895275,-0.04193469619055641
dealers,2022-09-30,-8193.780964887017,0.039387923355076314,-0.044165520327451115
dealers,2022-12-31,-8380.606335114766,0.03729312947616742,-0.038682615180355026
dealers,2023-03-31,-2228.6933410095453,0.0512573641648578,-0.0799532460689881
dealers,2023-06-30,-5077.962983669963,0.034755333251218386,-0.0407496573493194
dealers,2023-09-30,-2901.822276836743,0.030379488150596063,-0.03489721186310088
dealers,2023-12-31,-9071.606213215295,0.02859869988705072,-0.02230782741876587
dealers,2024-03-31,-7911.061470502488,0.033282924377679796,-0.034234530539141474
dealers,2024-06-30,-14026.222536086647,0.03787253176366466,-0.03276264087868112
dealers,2024-09-30,-11997.118176054253,0.041562952367821995,-0.04076012199325779
dealers,2024-12-31,-9367.11307855925,0.04278874237948702,-0.0456500354242345
dealers,2025-03-31,-10396.53922517695,0.04697115793965308,-0.062393298692635844
dealers,2025-06-30,3654.8609068531046,0.015329428442882457,-0.09809950995691143
dealers,2025-09-30,12042.448335934912,0.00033207092463283114,-0.06774178482623015
dealers,2025-12-31,13557.071053145906,0.0031843386676406104,-0.05643675192525934
foreigners_official,2005-09-30,57116.14557745051,0.11619391370807548,-2.8556614087129577
foreigners_official,2005-12-31,53255.514690694574,0.09196472830678085,-2.6275685566787246
foreigners_official,2006-03-31,60862.73792170405,0.04207931351578541,-3.1484048749195526
foreigners_official,2006-06-30,43788.18881714334,0.15334334284512535,-2.711843957581445
foreigners_official,2006-09-30,45387.15756918312,0.15137248689879332,-2.825434115600527
foreigners_official,2006-12-31,46747.146316398495,0.14560991393603767,-2.76102109944456
foreigners_official,2007-03-31,46715.27878623464,0.14539869185538754,-2.75717101009054
foreigners_official,2007-06-30,41797.216438884956,0.18906065147924137,-2.7228312829507915
foreigners_official,2007-09-30,27410.952030229084,0.18364680484195056,-1.2336557800406343
foreigners_official,2007-12-31,28888.46991507309,0.1826665100008579,-1.3922765060537736
foreigners_official,2008-03-31,23130.490586344677,0.1830079288948101,-0.4806182110017225
foreigners_official,2008-06-30,17766.355214464056,0.2405948339021831,-0.2873290718008394
foreigners_official,2008-09-30,16656.326789252642,0.2608310085490547,-0.28466235646370475
foreigners_official,2008-12-31,13185.339300828473,0.35178797850082416,-0.25127484005840556
foreigners_official,2009-03-31,12267.680779708298,0.31687414166698924,-0.28092305122132394
foreigners_official,2009-06-30,6049.91311428916,0.3225823471636078,-0.40221384736115484
foreigners_official,2009-09-30,5910.802492910514,0.3226671296901341,-0.40345446379098354
foreigners_official,2009-12-31,8164.520904471788,0.31305804856423425,-0.3881659500612591
foreigners_official,2010-03-31,8791.368556675878,0.29995113391691747,-0.3758792562652696
foreigners_official,2010-06-30,7247.88312591933,0.3097371247146473,-0.38590815354310404
foreigners_official,2010-09-30,7747.166648924773,0.3306873526774399,-0.36714672937568166
foreigners_official,2010-12-31,9330.633582253275,0.32707887723920687,-0.3996614400137409
foreigners_official,2011-03-31,17345.71980341984,0.30672679471087927,-0.27553482272562696
foreigners_official,2011-06-30,28651.517834071143,0.2661841844314745,-0.15090620758817394
foreigners_official,2011-09-30,27701.422443458803,0.2796811004039285,-0.15191492889812006
foreigners_official,2011-12-31,23894.922074323455,0.2730550573181092,-0.1370336984491809
foreigners_official,2012-03-31,23967.615151692724,0.26470117223500716,-0.12835070676108282
foreigners_official,2012-06-30,31493.938961908192,0.24785068759754572,-0.13306890635609192
foreigners_official,2012-09-30,37874.29626789356,0.23462006947519568,-0.1401985774501849
foreigners_official,2012-12-31,29640.38505673581,0.2481253263000883,-0.12859562854737472
foreigners_official,2013-03-31,25158.61999934795,0.2557756611472246,-0.11035506902322265
foreigners_official,2013-06-30,-6714.683804986009,0.3370746788043764,-0.0977338764502143
foreigners_official,2013-09-30,411.6135165150483,0.3218274617553152,-0.10186915547670163
foreigners_official,2013-12-31,18669.096105788325,0.24276834532506025,-0.1019276082323467
foreigners_official,2014-03-31,18816.044455054598,0.25327015422170507,-0.10776465049471785
foreigners_official,2014-06-30,29205.575581120753,0.228635072586124,-0.0901659226373721
foreigners_official,2014-09-30,22607.516060270344,0.24487386192547447,-0.07159457093052858
foreigners_official,2014-12-31,23248.92470960925,0.24522673677038562,-0.07557124888087138
foreigners_official,2015-03-31,15200.011563401824,0.2715946876072058,-0.06310266255040595
foreigners_official,2015-06-30,10638.093701350708,0.2743855904322071,-0.04246527448005146
foreigners_official,2015-09-30,2948.7286218482127,0.2495206256532713,0.012562561663519285
foreigners_official,2015-12-31,5054.585359081695,0.19973189427406948,0.09786119343118732
foreigners_official,2016-03-31,1963.7446947192168,0.2125862782134137,0.16590185909532165
foreigners_official,2016-06-30,3093.683458742815,0.2194448456028746,0.06098982346551322
foreigners_official,2016-09-30,-2033.7237670937386,0.17615997572838227,0.12111003141796267
foreigners_official,2016-12-31,-8574.30456020695,0.16868243058799817,0.1888195114082245
foreigners_official,2017-03-31,1727.5010844251553,0.12200147386733383,0.17746787440471293
foreigners_official,2017-06-30,2589.774725794127,0.10123454794906003,0.20081848531042196
foreigners_official,2017-09-30,-991.7166515833889,0.10796804814180325,0.23669799193913169
foreigners_official,2017-12-31,-7545.529521690839,0.09981218173753367,0.3095131778528901
foreigners_official,2018-03-31,-4520.914705119663,0.06912228674507472,0.280127623142415
foreigners_official,2018-06-30,3694.5522117464798,0.032703721856939434,0.4964022224781837
foreigners_official,2018-09-30,6331.7375095323805,0.029497614801074053,0.553240864862274
foreigners_official,2018-12-31,7437.629061470252,0.04018649932716594,0.47998645343244706
foreigners_official,2019-03-31,18633.67252029812,-0.011550247962959309,-0.07270953699175133
foreigners_official,2019-06-30,17856.98245269359,-0.024837479032621144,-0.43243086520703145
foreigners_official,2019-09-30,5210.894164279505,0.08112737682457846,-0.4260257898439846
foreigners_official,2019-12-31,5429.542829251452,0.08152687671273313,-0.3335063992708006
foreigners_official,2020-03-31,-62122.13379346816,0.11571316695713463,-4.970326516005039
foreigners_official,2020-06-30,-449106.33095434925,1.7473362616956567,-4.205817096310218
foreigners_official,2020-09-30,-435506.2979071614,1.7251974086359751,-4.099316167271764
foreigners_official,2020-12-31,-412107.75289269484,1.8185849009744477,-4.265116276990379
foreigners_official,2021-03-31,-355474.8588767514,1.691859758004128,-3.9852705722829707
foreigners_official,2021-06-30,-333650.0477196489,1.6316792134696958,-3.8204433345070177
foreigners_official,2021-09-30,-213303.86318234223,1.282105188748978,-3.183036075331208
foreigners_official,2021-12-31,-205026.0028457922,1.2606612064794964,-3.1729700277764374
foreigners_official,2022-03-31,-245180.80720877583,1.234784257716702,-3.085149009941643
foreigners_official,2022-06-30,-259412.67623633923,1.2523007423166064,-3.0996703718570213
foreigners_official,2022-09-30,-282018.94157053175,1.1802894751324577,-2.9062297511465616
foreigners_official,2022-12-31,-309133.6183076209,1.1354876470707511,-2.750975134318129
foreigners_official,2023-03-31,-317416.88238732057,1.186495448245103,-2.816544057056684
foreigners_official,2023-06-30,-324010.25287580787,0.9229570360238002,-2.2537247741035134
foreigners_official,2023-09-30,-312381.5500878575,0.730584178202745,-1.8731779166368285
foreigners_official,2023-12-31,-319234.2329424387,0.683879019891021,-1.7625310700769068
foreigners_official,2024-03-31,-352752.37296565966,0.6676796411450442,-1.6725471867830808
foreigners_official,2024-06-30,-388650.87129315303,0.7026552791556354,-1.6856030223580833
foreigners_official,2024-09-30,-398379.8042530052,0.6790402660579323,-1.6354207892032784
foreigners_official,2024-12-31,-447918.33233214205,0.720611983561677,-1.6986247944562465
foreigners_official,2025-03-31,-7178.662978616526,0.013277665601423336,1.0550943935420119e-05
foreigners_official,2025-06-30,-6355.935142185039,0.00995492862808135,-0.006763647628442176
foreigners_official,2025-09-30,-6173.042675572713,0.006342141122308883,-0.015881814899998563
foreigners_official,2025-12-31,-6536.581109337903,0.005497906851495647,-0.020576859071127065
foreigners_private,2005-09-30,30754.847618627166,0.06256595353511796,-1.5376638354608227
foreigners_private,2005-12-31,28676.046371912435,0.04951946908826701,-1.41484460744239
foreigners_private,2006-03-31,32772.24349630218,0.022658091893115295,-1.6952949326489921
foreigners_private,2006-06-30,23578.255516923396,0.08256949230122114,-1.4602236694669355
foreigners_private,2006-09-30,24439.238691098617,0.08150826217627324,-1.5213876007079774
foreigners_private,2006-12-31,25171.540324214595,0.07840533827325097,-1.486703668931687
foreigners_private,2007-03-31,25154.38088489561,0.07829160330674703,-1.4846305438949083
foreigners_private,2007-06-30,22506.193467091918,0.10180188925805304,-1.46613992158889
foreigners_private,2007-09-30,14759.743400892585,0.09888674106874251,-0.6642761892526483
foreigners_private,2007-12-31,15555.329954270128,0.09835889000046194,-0.7496873494135698
foreigners_private,2008-03-31,12454.87954649329,0.09854273094335926,-0.2587944213086201
foreigners_private,2008-06-30,9566.498961634494,0.12955106440886782,-0.15471565404660617
foreigners_private,2008-09-30,8968.791348059112,0.14044746614179868,-0.1532797304035336
foreigners_private,2008-12-31,7099.798085061496,0.1894242961158283,-0.13530183695452644
foreigners_private,2009-03-31,6605.67426599678,0.1706245378206864,-0.15126625834994387
foreigners_private,2009-06-30,3257.6455230787765,0.1736981869342502,-0.2165766870406222
foreigners_private,2009-09-30,3182.739803874912,0.17374383906391822,-0.21724471127206832
foreigners_private,2009-12-31,4396.2804870232685,0.16856971845766472,-0.20901243464837055
foreigners_private,2010-03-31,4733.813838210094,0.16151214903218628,-0.20239652260437607
foreigners_private,2010-06-30,3902.7062985719617,0.1667815286925023,-0.20779669806167161
foreigners_private,2010-09-30,4171.551272497983,0.1780624206724676,-0.19769439274075187
foreigners_private,2010-12-31,5024.187313520982,0.17611939543649607,-0.21520231385355332
foreigners_private,2011-03-31,9340.002971072267,0.1651605817673964,-0.14836490454456835
foreigners_private,2011-06-30,15427.740372192142,0.14332994546310174,-0.08125718870132465
foreigners_private,2011-09-30,14916.150546477813,0.15059751560211537,-0.08180034632975719
foreigners_private,2011-12-31,12866.496501558797,0.14702964624821266,-0.0737873760880207
foreigners_private,2012-03-31,12905.638927834547,0.1425314004342347,-0.06911191902519864
foreigners_private,2012-06-30,16958.274825642893,0.1334580625525246,-0.07165248803789592
foreigners_private,2012-09-30,20393.85183655813,0.12633388356356684,-0.07549154170394601
foreigners_private,2012-12-31,15960.207338242391,0.13360594493081676,-0.06924379998704815
foreigners_private,2013-03-31,13546.949230418211,0.1377253560023516,-0.059421960243274105
foreigners_private,2013-06-30,-3615.5989719155214,0.18150175012543338,-0.05262593347319273
foreigners_private,2013-09-30,221.63804735428036,0.17329171017593903,-0.054852622179762736
foreigners_private,2013-12-31,10052.590210809043,0.1307214167134943,-0.05488409674049455
foreigners_private,2014-03-31,10131.716245029344,0.13637623688861075,-0.05802711949715598
foreigners_private,2014-06-30,15726.079159064886,0.12311119293099039,-0.048550881420123496
foreigners_private,2014-09-30,12173.27787860701,0.1318551564214098,-0.038550922808746245
foreigners_private,2014-12-31,12518.651766712577,0.13204516595328505,-0.040692210935854005
foreigners_private,2015-03-31,8184.621611062427,0.14624329332695754,-0.03397835675791115
foreigners_private,2015-06-30,5728.2043007272305,0.1477460871558042,-0.022865917027720215
foreigners_private,2015-09-30,1587.7769502258625,0.13435725996714662,0.0067644562803562845
foreigners_private,2015-12-31,2721.6998087361917,0.1075479430706534,0.05269448877063925
foreigners_private,2016-03-31,1057.400989464103,0.1144695344226078,0.08933177028209609
foreigners_private,2016-06-30,1665.8295547075338,0.1181626091707792,0.0328406741737381
foreigners_private,2016-09-30,-1095.0820284352098,0.09485537154605259,0.06521309384044152
foreigners_private,2016-12-31,-4616.933224726938,0.09082900108584574,0.10167204460442869
foreigners_private,2017-03-31,930.1928916134551,0.06569310131318024,0.09555962467946082
foreigners_private,2017-06-30,1394.494083119865,0.05451091043410962,0.10813303055176553
foreigners_private,2017-09-30,-534.0012739295814,0.05813664130712504,0.12745276489030177
foreigners_private,2017-12-31,-4062.977434756665,0.05374502093559536,0.1666609419207871
foreigners_private,2018-03-31,-2434.3386873721815,0.037219692862732724,0.1508379509228388
foreigners_private,2018-06-30,1989.374267863458,0.017609696384506025,0.2672935044113296
foreigners_private,2018-09-30,3409.3971205174134,0.015883331046732355,0.2978989272335319
foreigners_private,2018-12-31,4004.8771869454986,0.021638884253089418,0.2584542441559326
foreigners_private,2019-03-31,10033.515972468162,-0.006219364287747158,-0.039151289149404266
foreigners_private,2019-06-30,9615.29824375814,-0.013374027171411496,-0.23284738895763135
foreigners_private,2019-09-30,2805.866088458197,0.0436839721363114,-0.22939850222368469
foreigners_private,2019-12-31,2923.59998498155,0.04389908746070236,-0.17958036883812403
foreigners_private,2020-03-31,78356.68659821949,0.005425637965613432,4.98467516875228
foreigners_private,2020-06-30,483171.7461773461,-1.696607073979806,4.192280309345
foreigners_private,2020-09-30,476701.6233879463,-1.6834048073153638,4.095989532976953
foreigners_private,2020-12-31,452476.6361996818,-1.7719341425689794,4.249949670987821
foreigners_private,2021-03-31,387968.6557918692,-1.6407905823249815,3.9648230617008355
foreigners_private,2021-06-30,381311.2101665093,-1.6079654453955108,3.853046997122874
foreigners_private,2021-09-30,270657.235478917,-1.2516597568998302,3.1902457830433315
foreigners_private,2021-12-31,276576.2944387263,-1.2097316396773787,3.129267858874642
foreigners_private,2022-03-31,310525.8751208563,-1.2194991658528989,3.1088955067430724
foreigners_private,2022-06-30,303543.8439403014,-1.2183234488080088,3.1176661146717266
foreigners_private,2022-09-30,311393.7543068669,-1.1775915744978245,3.013781291129163
foreigners_private,2022-12-31,343558.8897157002,-1.1434693563124003,2.876615084843085
foreigners_private,2023-03-31,365788.7236439147,-1.170155790538707,2.8613520107641084
foreigners_private,2023-06-30,375957.60075289756,-0.8994437279503219,2.2776907882619035
foreigners_private,2023-09-30,368488.55319607205,-0.7322508859059678,1.9430859314562832
foreigners_private,2023-12-31,384436.2723516263,-0.6414258543484275,1.7242027701551836
foreigners_private,2024-03-31,408438.71153631585,-0.610381600057779,1.6182158949062748
foreigners_private,2024-06-30,440415.4130782251,-0.6386485780397744,1.6220458143530796
foreigners_private,2024-09-30,449232.8936296689,-0.5954007329579222,1.5328906999718537
foreigners_private,2024-12-31,498303.8915689653,-0.65814510738189,1.647295741588539
foreigners_private,2025-03-31,87834.49441112524,0.027778844604903558,-0.07185936846909799
foreigners_private,2025-06-30,99348.70249389033,-0.005558423352488646,-0.12472264430847028
foreigners_private,2025-09-30,94547.71176094124,0.014028628193250224,-0.10934958948632159
foreigners_private,2025-12-31,92080.3879958348,0.011644512953805596,-0.09968346180552068
households_residual,2005-09-30,-108808.9164521211,0.4270967912715266,4.961630682398609
households_residual,2005-12-31,-111688.68803318527,0.409023444816586,5.13177264426951
households_residual,2006-03-31,-145475.23522759613,0.6305833846219907,7.445003150648613
households_residual,2006-06-30,-121038.61631825897,0.47134540613199566,6.820209330186762
households_residual,2006-09-30,-99184.42248129378,0.4444083769868465,5.2676953563184155
households_residual,2006-12-31,-105043.34169722376,0.4692339128847093,4.990199929326893
households_residual,2007-03-31,-99532.62910615641,0.5057596233293464,4.324420819026861
households_residual,2007-06-30,-86203.83104292724,0.3874281745251587,4.2313542297351
households_residual,2007-09-30,-72180.05406665409,0.3927056097000216,2.7797011432829817
households_residual,2007-12-31,-55129.83467056808,0.3813932308212757,0.9492541436001359
households_residual,2008-03-31,-46533.079024966835,0.380883486927362,-0.4118663376327563
households_residual,2008-06-30,-42512.194174498116,0.33771710541817396,-0.5567533171163652
households_residual,2008-09-30,-40659.34949735702,0.3039391519635017,-0.561204562873355
households_residual,2008-12-31,-40622.20666155656,0.3195037553744803,-0.5494456268926541
households_residual,2009-03-31,-42853.36648615503,0.3554934052491199,-0.5453345780922405
households_residual,2009-06-30,-39631.04605068811,0.3372545387747851,-0.6513477027497836
households_residual,2009-09-30,-37433.55917571599,0.36650169474651095,-0.46793183733166654
households_residual,2009-12-31,-41882.574169662104,0.37823186828740396,-0.4908245315026688
households_residual,2010-03-31,-37130.38188751286,0.3581492750105029,-0.47473597950463775
households_residual,2010-06-30,-35351.96071156731,0.39110418326121915,-0.5072754800265792
households_residual,2010-09-30,-34428.14860267444,0.36823491903247507,-0.5210207112477059
households_residual,2010-12-31,-34632.96176417019,0.36519059009579724,-0.7035824879006978
households_residual,2011-03-31,-43691.060938030336,0.37789014728552295,-0.7085312654882996
households_residual,2011-06-30,-37381.13985207096,0.3549312728957508,-0.6344431591105171
households_residual,2011-09-30,-37558.000646534536,0.3728372467554091,-0.6368519764908035
