date,seller,buyer,baseline_amount
1949-12-31,dealers,foreigners_official,1.7423678332100663
1949-12-31,dealers,mutual_funds_etfs,0.6795234549524932
1949-12-31,dealers,nonfinancial_corporates,32.12926284437739
1949-12-31,dealers,other_financial,0.20908413998602657
1949-12-31,dealers,pensions,4.948324646314875
1949-12-31,dealers,state_local_governments,1.14996276991896
1949-12-31,households_residual,banks,15.618763961277208
1949-12-31,households_residual,foreigners_official,0.35740878630021267
1949-12-31,households_residual,mutual_funds_etfs,0.13938942665768425
1949-12-31,households_residual,nonfinancial_corporates,6.590618019358732
1949-12-31,households_residual,other_financial,0.04288905435689294
1949-12-31,households_residual,pensions,1.0150409530907905
1949-12-31,households_residual,state_local_governments,0.23588979895847553
1949-12-31,insurers,banks,716.5107967237515
1949-12-31,insurers,foreigners_official,16.39612807148206
1949-12-31,insurers,mutual_funds_etfs,6.394489947878214
1949-12-31,insurers,nonfinancial_corporates,302.3446016381232
1949-12-31,insurers,other_financial,1.9675353685781503
1949-12-31,insurers,pensions,46.565003723008424
1949-12-31,insurers,state_local_governments,10.821444527178278
1949-12-31,_residual,banks,3561.728965003731
1949-12-31,_residual,foreigners_official,81.50409530900767
1949-12-31,_residual,mutual_funds_etfs,31.786597170511605
1949-12-31,_residual,nonfinancial_corporates,1502.9355174981406
1949-12-31,_residual,other_financial,9.780491437078929
1949-12-31,_residual,pensions,231.4716306775859
1949-12-31,_residual,state_local_governments,53.79270290394429
1950-12-31,banks,foreigners_official,952.2506839094755
1950-12-31,banks,mutual_funds_etfs,17.004476498381134
1950-12-31,banks,nonfinancial_corporates,2158.208157174836
1950-12-31,banks,pensions,194.53121114150517
1950-12-31,banks,state_local_governments,346.2111415070863
1950-12-31,banks,_residual,1801.7943297687168
1950-12-31,dealers,foreigners_official,20.36806764486442
1950-12-31,dealers,mutual_funds_etfs,0.36371549365920397
1950-12-31,dealers,nonfinancial_corporates,46.16277045510941
1950-12-31,dealers,pensions,4.1609052474516135
1950-12-31,dealers,state_local_governments,7.40524745088344
1950-12-31,dealers,_residual,38.539293708031934
1950-12-31,households_residual,foreigners_official,175.4787366326784
1950-12-31,households_residual,mutual_funds_etfs,3.1335488684410535
1950-12-31,households_residual,nonfinancial_corporates,397.71002238249145
1950-12-31,households_residual,pensions,35.84779905496175
1950-12-31,households_residual,state_local_governments,63.7990549614526
1950-12-31,households_residual,_residual,332.0308380999748
1950-12-31,insurers,foreigners_official,241.1091768216861
1950-12-31,insurers,mutual_funds_etfs,4.305521014673103
1950-12-31,insurers,nonfinancial_corporates,546.4567271822929
1950-12-31,insurers,pensions,49.255160407858845
1950-12-31,insurers,state_local_governments,87.66040785874168
1950-12-31,insurers,_residual,456.21300671474745
1950-12-31,other_financial,foreigners_official,10.793334991295655
1950-12-31,other_financial,mutual_funds_etfs,0.1927381248455096
1950-12-31,other_financial,nonfinancial_corporates,24.462322805271004
1950-12-31,other_financial,pensions,2.204924148222592
1950-12-31,other_financial,state_local_governments,3.924148221835961
1950-12-31,other_financial,_residual,20.422531708529277
1951-12-31,banks,nonfinancial_corporates,235.57011191573395
1951-12-31,banks,other_financial,19.555628703093674
1951-12-31,banks,pensions,156.44502962475295
1951-12-31,banks,state_local_governments,144.41079657669493
1951-12-31,banks,_residual,815.0184331797245
1951-12-31,dealers,nonfinancial_corporates,46.90783410138258
1951-12-31,dealers,other_financial,3.8940092165905127
1951-12-31,dealers,pensions,31.1520737327192
1951-12-31,dealers,state_local_governments,28.755760368663925
1951-12-31,dealers,_residual,162.2903225806438
1951-12-31,foreigners_official,nonfinancial_corporates,3.7801184990126457
1951-12-31,foreigners_official,other_financial,0.3138029405319574
1951-12-31,foreigners_official,pensions,2.5104235242488286
1951-12-31,foreigners_official,state_local_governments,2.317314022383609
1951-12-31,foreigners_official,_residual,13.078341013822962
1951-12-31,households_residual,nonfinancial_corporates,103.60961158657017
1951-12-31,households_residual,other_financial,8.601053324555945
1951-12-31,households_residual,pensions,68.80842659644519
1951-12-31,households_residual,state_local_governments,63.515470704410966
1951-12-31,households_residual,_residual,358.4654377880178
1951-12-31,insurers,nonfinancial_corporates,393.1323238973007
1951-12-31,insurers,other_financial,32.63550581522792
1951-12-31,insurers,pensions,261.08404652183395
1951-12-31,insurers,state_local_governments,241.00065832784657
1951-12-31,insurers,_residual,1360.1474654377912
1952-03-31,banks,households_residual,166.62226640159082
1952-03-31,banks,mutual_funds_etfs,1.6275679257784466
1952-03-31,banks,other_financial,28.48243870112646
1952-03-31,banks,pensions,39.46852220013245
1952-03-31,banks,state_local_governments,70.7992047713718
1952-03-31,dealers,households_residual,66.2147117296214
1952-03-31,dealers,mutual_funds_etfs,0.6467859509614027
1952-03-31,dealers,other_financial,11.318754141816054
1952-03-31,dealers,pensions,15.684559310802042
1952-03-31,dealers,state_local_governments,28.135188866799137
1952-03-31,foreigners_official,households_residual,49.93240556659932
1952-03-31,foreigners_official,mutual_funds_etfs,0.48774022531539535
1952-03-31,foreigners_official,other_financial,8.535453943008958
1952-03-31,foreigners_official,pensions,11.827700463883593
1952-03-31,foreigners_official,state_local_governments,21.216699801192746
1952-03-31,insurers,households_residual,102.03578528826995
1952-03-31,insurers,mutual_funds_etfs,0.9966865473826182
1952-03-31,insurers,other_financial,17.442014579191653
1952-03-31,insurers,pensions,24.169648774022615
1952-03-31,insurers,state_local_governments,43.35586481113317
1952-03-31,nonfinancial_corporates,households_residual,429.3101391650137
1952-03-31,nonfinancial_corporates,mutual_funds_etfs,4.193505632867362
1952-03-31,nonfinancial_corporates,other_financial,73.38634857521423
1952-03-31,nonfinancial_corporates,pensions,101.6925115970834
1952-03-31,nonfinancial_corporates,state_local_governments,182.41749502982145
1952-03-31,_residual,households_residual,4.884691848904909
1952-03-31,_residual,mutual_funds_etfs,0.04771371769477564
1952-03-31,_residual,other_financial,0.8349900596426644
1952-03-31,_residual,pensions,1.1570576540758912
1952-03-31,_residual,state_local_governments,2.0755467196817614
1952-06-30,banks,dealers,33.09306569342939
1952-06-30,banks,foreigners_official,4.16332116788377
1952-06-30,banks,mutual_funds_etfs,0.14233576642417073
1952-06-30,banks,pensions,2.6332116788327724
1952-06-30,banks,state_local_governments,16.368613138685916
1952-06-30,banks,_residual,21.59945255474398
1952-06-30,households_residual,dealers,114.5529197080286
1952-06-30,households_residual,foreigners_official,14.411496350365224
1952-06-30,households_residual,mutual_funds_etfs,0.49270072992738717
1952-06-30,households_residual,pensions,9.11496350364994
1952-06-30,households_residual,state_local_governments,56.66058394160574
1952-06-30,households_residual,_residual,74.7673357664231
1952-06-30,insurers,dealers,234.19708029197125
1952-06-30,insurers,foreigners_official,29.463503649634866
1952-06-30,insurers,mutual_funds_etfs,1.0072992700727366
1952-06-30,insurers,pensions,18.63503649635016
1952-06-30,insurers,state_local_governments,115.83941605839425
1952-06-30,insurers,_residual,152.85766423357683
1952-06-30,nonfinancial_corporates,dealers,520.5793795620466
1952-06-30,nonfinancial_corporates,foreigners_official,65.49224452554621
1952-06-30,nonfinancial_corporates,mutual_funds_etfs,2.2390510948887314
1952-06-30,nonfinancial_corporates,pensions,41.42244525547302
1952-06-30,nonfinancial_corporates,state_local_governments,257.4908759124092
1952-06-30,nonfinancial_corporates,_residual,339.7760036496362
1952-06-30,other_financial,dealers,27.57755474452423
1952-06-30,other_financial,foreigners_official,3.4694343065699225
1952-06-30,other_financial,mutual_funds_etfs,0.11861313868697379
1952-06-30,other_financial,pensions,2.19434306569411
1952-06-30,other_financial,state_local_governments,13.64051094890489
1952-06-30,other_financial,_residual,17.999543795619875
1952-09-30,dealers,banks,162.90660592255125
1952-09-30,dealers,foreigners_official,111.76863000325417
1952-09-30,dealers,households_residual,344.49235274975587
1952-09-30,dealers,insurers,133.81614057923855
1952-09-30,dealers,mutual_funds_etfs,0.91864627399943
1952-09-30,dealers,nonfinancial_corporates,117.28050764725025
1952-09-30,dealers,pensions,45.932313699967516
1952-09-30,dealers,state_local_governments,23.884803123983144
1952-09-30,other_financial,banks,1.5580865603640832
1952-09-30,other_financial,foreigners_official,1.0689879596486012
1952-09-30,other_financial,households_residual,3.294825903024447
1952-09-30,other_financial,insurers,1.2798568174421026
1952-09-30,other_financial,nonfinancial_corporates,1.1217051740969766
1952-09-30,other_financial,pensions,0.43931012040411865
1952-09-30,other_financial,state_local_governments,0.22844126261061748
1952-09-30,_residual,banks,367.5353075170847
1952-09-30,_residual,foreigners_official,252.16238203709725
1952-09-30,_residual,households_residual,777.2128213472197
1952-09-30,_residual,insurers,301.9040026033194
1952-09-30,_residual,mutual_funds_etfs,2.072567523591516
1952-09-30,_residual,nonfinancial_corporates,264.59778717865277
1952-09-30,_residual,pensions,103.62837617962838
1952-09-30,_residual,state_local_governments,53.886755613406244
1952-12-31,foreigners_official,banks,92.27008860372577
1952-12-31,foreigners_official,dealers,32.32508402077595
1952-12-31,foreigners_official,households_residual,12.037885731745016
1952-12-31,foreigners_official,nonfinancial_corporates,38.43568591506238
1952-12-31,foreigners_official,other_financial,0.9776963030865836
1952-12-31,foreigners_official,pensions,4.3996333638869825
1952-12-31,foreigners_official,state_local_governments,19.553926061717313
1952-12-31,insurers,banks,56.28475404827185
1952-12-31,insurers,dealers,19.71830125267327
1952-12-31,insurers,households_residual,7.343110296364684
1952-12-31,insurers,nonfinancial_corporates,23.44576840818791
1952-12-31,insurers,other_financial,0.5963947448831926
1952-12-31,insurers,pensions,2.683776351971389
1952-12-31,insurers,state_local_governments,11.927894897647684
1952-12-31,mutual_funds_etfs,banks,6.4589062022587305
1952-12-31,mutual_funds_etfs,dealers,2.262755881454194
1952-12-31,mutual_funds_etfs,households_residual,0.8426520012226892
1952-12-31,mutual_funds_etfs,nonfinancial_corporates,2.6904980140540444
1952-12-31,mutual_funds_etfs,other_financial,0.06843874121695903
1952-12-31,mutual_funds_etfs,pensions,0.3079743354728755
1952-12-31,mutual_funds_etfs,state_local_governments,1.3687748243205058
1952-12-31,_residual,banks,1354.9862511457434
1952-12-31,_residual,dealers,474.6938588450966
1952-12-31,_residual,households_residual,176.7763519706676
1952-12-31,_residual,nonfinancial_corporates,564.4280476626957
1952-12-31,_residual,other_financial,14.357470210813263
1952-12-31,_residual,pensions,64.60861594866874
1952-12-31,_residual,state_local_governments,287.14940421631445
1953-03-31,banks,foreigners_official,94.17857142857018
1953-03-31,banks,mutual_funds_etfs,6.679331306989241
1953-03-31,banks,nonfinancial_corporates,345.32142857142844
1953-03-31,banks,other_financial,136.25835866261292
1953-03-31,banks,pensions,83.49164133738472
1953-03-31,banks,state_local_governments,192.36474164133656
1953-03-31,banks,_residual,1778.705927051678
1953-03-31,dealers,foreigners_official,17.89285714285751
1953-03-31,dealers,mutual_funds_etfs,1.2689969604868057
1953-03-31,dealers,nonfinancial_corporates,65.60714285714288
1953-03-31,dealers,other_financial,25.88753799392128
1953-03-31,dealers,pensions,15.862462006079408
1953-03-31,dealers,state_local_governments,36.54711246200631
1953-03-31,dealers,_residual,337.93389057750574
1953-03-31,households_residual,foreigners_official,27.892857142857295
1953-03-31,households_residual,mutual_funds_etfs,1.9782168186425557
1953-03-31,households_residual,nonfinancial_corporates,102.2738095238095
1953-03-31,households_residual,other_financial,40.355623100304086
1953-03-31,households_residual,pensions,24.727710233029537
1953-03-31,households_residual,state_local_governments,56.972644376899794
1953-03-31,households_residual,_residual,526.7991388044571
1953-03-31,insurers,foreigners_official,1.035714285715014
1953-03-31,insurers,mutual_funds_etfs,0.07345491388139921
1953-03-31,insurers,nonfinancial_corporates,3.797619047619128
1953-03-31,insurers,other_financial,1.498480243161714
1953-03-31,insurers,pensions,0.9181864235063278
1953-03-31,insurers,state_local_governments,2.115501519757314
1953-03-31,insurers,_residual,19.561043566359103
1953-06-30,banks,foreigners_official,103.72624798711618
1953-06-30,banks,households_residual,1269.4347826087005
1953-06-30,banks,pensions,118.26731078904865
1953-06-30,banks,state_local_governments,78.52173913043329
1953-06-30,banks,_residual,236.04991948470146
1953-06-30,dealers,foreigners_official,3.6183574879233453
1953-06-30,dealers,households_residual,44.28260869564992
1953-06-30,dealers,pensions,4.125603864734904
1953-06-30,dealers,state_local_governments,2.739130434783312
1953-06-30,dealers,_residual,8.234299516908525
1953-06-30,insurers,foreigners_official,1.320987654321674
1953-06-30,insurers,households_residual,16.166666666664245
1953-06-30,insurers,pensions,1.506172839506821
1953-06-30,insurers,state_local_governments,1.0000000000007538
1953-06-30,insurers,_residual,3.0061728395065073
1953-06-30,mutual_funds_etfs,foreigners_official,0.34460547504096345
1953-06-30,mutual_funds_etfs,households_residual,4.217391304345336
1953-06-30,mutual_funds_etfs,pensions,0.39291465378488505
1953-06-30,mutual_funds_etfs,state_local_governments,0.26086956521816623
1953-06-30,mutual_funds_etfs,_residual,0.784219001610649
1953-06-30,nonfinancial_corporates,foreigners_official,98.21256038647216
1953-06-30,nonfinancial_corporates,households_residual,1201.956521739135
1953-06-30,nonfinancial_corporates,pensions,111.98067632850123
1953-06-30,nonfinancial_corporates,state_local_governments,74.34782608695514
1953-06-30,nonfinancial_corporates,_residual,223.50241545893655
1953-06-30,other_financial,foreigners_official,6.777241009125644
1953-06-30,other_financial,households_residual,82.9420289855052
1953-06-30,other_financial,pensions,7.727321524423519
1953-06-30,other_financial,state_local_governments,5.1304347826093295
1953-06-30,other_financial,_residual,15.422973698336296
1953-09-30,households_residual,banks,107.01929625425329
1953-09-30,households_residual,dealers,8.611804767310453
1953-09-30,households_residual,foreigners_official,7.140749148695299
1953-09-30,households_residual,mutual_funds_etfs,0.2145289443822846
1953-09-30,households_residual,nonfinancial_corporates,54.49035187287054
1953-09-30,households_residual,other_financial,0.67423382519952
1953-09-30,households_residual,pensions,6.987514188422886
1953-09-30,households_residual,state_local_governments,3.861520998865685
1953-09-30,insurers,banks,16.987189881624538
1953-09-30,insurers,dealers,1.3669531376688606
1953-09-30,insurers,foreigners_official,1.1334522458252376
1953-09-30,insurers,mutual_funds_etfs,0.034052213394847056
1953-09-30,insurers,nonfinancial_corporates,8.649262202041845
1953-09-30,insurers,other_financial,0.10702124209597919
1953-09-30,insurers,pensions,1.1091292362581935
1953-09-30,insurers,state_local_governments,0.612939841090495
1953-09-30,_residual,banks,3367.9935138641217
1953-09-30,_residual,dealers,271.0212420950207
1953-09-30,_residual,foreigners_official,224.72579860547947
1953-09-30,_residual,mutual_funds_etfs,6.7514188422228685
1953-09-30,_residual,nonfinancial_corporates,1714.8603859250875
1953-09-30,_residual,other_financial,21.2187449327045
1953-09-30,_residual,pensions,219.90335657531892
1953-09-30,_residual,state_local_governments,121.52553916004382
1953-12-31,foreigners_official,banks,8.089527720737964
1953-12-31,foreigners_official,dealers,1.8455852156062023
1953-12-31,foreigners_official,nonfinancial_corporates,8.693223819300428
1953-12-31,foreigners_official,pensions,0.3967145790562899
1953-12-31,foreigners_official,state_local_governments,1.9663244353186946
1953-12-31,households_residual,banks,461.488295687887
1953-12-31,households_residual,dealers,105.28624229979395
1953-12-31,households_residual,nonfinancial_corporates,495.9277207392218
1953-12-31,households_residual,other_financial,0.49199178644618224
1953-12-31,households_residual,pensions,22.631622176590078
1953-12-31,households_residual,state_local_governments,112.17412731006097
1953-12-31,insurers,banks,34.66940451745274
1953-12-31,insurers,dealers,7.909650924025028
1953-12-31,insurers,nonfinancial_corporates,37.256673511292426
1953-12-31,insurers,other_financial,0.03696098562709656
1953-12-31,insurers,pensions,1.700205338809758
1953-12-31,insurers,state_local_governments,8.427104722792967
1953-12-31,mutual_funds_etfs,banks,4.622587268992561
1953-12-31,mutual_funds_etfs,dealers,1.0546201232037467
1953-12-31,mutual_funds_etfs,nonfinancial_corporates,4.967556468171037
1953-12-31,mutual_funds_etfs,pensions,0.22669404517540284
1953-12-31,mutual_funds_etfs,state_local_governments,1.1236139630394422
1953-12-31,_residual,banks,429.1301848049299
1953-12-31,_residual,dealers,97.90390143737106
1953-12-31,_residual,nonfinancial_corporates,461.15482546201423
1953-12-31,_residual,other_financial,0.45749486652848986
1953-12-31,_residual,pensions,21.04476386036847
1953-12-31,_residual,state_local_governments,104.30882956878796
1954-03-31,banks,foreigners_official,168.78809418036343
1954-03-31,banks,households_residual,67.26610395379706
1954-03-31,banks,mutual_funds_etfs,11.83385162150011
1954-03-31,banks,other_financial,196.81563749444615
1954-03-31,banks,pensions,123.94402487783104
1954-03-31,banks,state_local_governments,37.37005775210882
1954-03-31,banks,_residual,2197.982230119954
1954-03-31,dealers,foreigners_official,11.858507330076002
1954-03-31,dealers,households_residual,4.725899600178384
1954-03-31,dealers,mutual_funds_etfs,0.8314082629950255
1954-03-31,dealers,other_financial,13.827632163483317
1954-03-31,dealers,pensions,8.707907596624294
1954-03-31,dealers,state_local_governments,2.625499777877247
1954-03-31,dealers,_residual,154.42314526876575
1954-03-31,insurers,foreigners_official,8.908929364727292
1954-03-31,insurers,households_residual,3.550422034651988
1954-03-31,insurers,mutual_funds_etfs,0.6246112838746767
1954-03-31,insurers,other_financial,10.388271879165258
1954-03-31,insurers,pensions,6.541981341626544
1954-03-31,insurers,state_local_governments,1.9724566859181574
1954-03-31,insurers,_residual,116.01332741003608
1954-03-31,nonfinancial_corporates,foreigners_official,81.4444691248333
1954-03-31,nonfinancial_corporates,households_residual,32.457574411372555
1954-03-31,nonfinancial_corporates,mutual_funds_etfs,5.710128831630191
1954-03-31,nonfinancial_corporates,other_financial,94.96845846290528
1954-03-31,nonfinancial_corporates,pensions,59.80608618391812
1954-03-31,nonfinancial_corporates,state_local_governments,18.03198578409577
1954-03-31,nonfinancial_corporates,_residual,1060.581297201245
1954-06-30,foreigners_official,banks,74.69243459815976
1954-06-30,foreigners_official,dealers,11.445675229790657
1954-06-30,foreigners_official,pensions,4.916804148009144
1954-06-30,foreigners_official,state_local_governments,1.7195380626922674
1954-06-30,foreigners_official,_residual,21.225547961348163
1954-06-30,households_residual,banks,501.22554796134824
1954-06-30,households_residual,dealers,76.80650483148712
1954-06-30,households_residual,pensions,32.99434362479373
1954-06-30,households_residual,state_local_governments,11.53900542069283
1954-06-30,households_residual,_residual,142.43459816167805
1954-06-30,insurers,banks,205.73179354230368
1954-06-30,insurers,dealers,31.52580721187866
1954-06-30,insurers,pensions,13.542776337497493
1954-06-30,insurers,state_local_governments,4.736271506010413
1954-06-30,insurers,_residual,58.46335140230973
1954-06-30,mutual_funds_etfs,banks,7.20716474192564
1954-06-30,mutual_funds_etfs,dealers,1.1044072590153382
1954-06-30,mutual_funds_etfs,pensions,0.4744284704226435
1954-06-30,mutual_funds_etfs,state_local_governments,0.16592033938342257
1954-06-30,mutual_funds_etfs,_residual,2.048079189252955
1954-06-30,nonfinancial_corporates,banks,1974.1079424935258
1954-06-30,nonfinancial_corporates,dealers,302.50718831015627
1954-06-30,nonfinancial_corporates,pensions,129.95027103464275
1954-06-30,nonfinancial_corporates,state_local_governments,45.447089323588784
1954-06-30,nonfinancial_corporates,_residual,560.987508838086
1954-06-30,other_financial,banks,17.03511666273643
1954-06-30,other_financial,dealers,2.6104171576719386
1954-06-30,other_financial,pensions,1.1213763846342701
1954-06-30,other_financial,state_local_governments,0.3921753476322835
1954-06-30,other_financial,_residual,4.840914447325074
1954-09-30,dealers,banks,123.96309012875238
1954-09-30,dealers,foreigners_official,11.549356223176474
1954-09-30,dealers,mutual_funds_etfs,0.20085836909957236
1954-09-30,dealers,nonfinancial_corporates,49.946781115879155
1954-09-30,dealers,other_financial,0.9373390557948286
1954-09-30,dealers,pensions,2.6446351931338317
1954-09-30,dealers,state_local_governments,5.757939914163779
1954-09-30,households_residual,banks,961.1907296137341
1954-09-30,households_residual,foreigners_official,89.55193133047207
1954-09-30,households_residual,mutual_funds_etfs,1.5574248927038248
1954-09-30,households_residual,nonfinancial_corporates,387.27965665236053
1954-09-30,households_residual,other_financial,7.26798283261799
1954-09-30,households_residual,pensions,20.50609442060082
1954-09-30,households_residual,state_local_governments,44.64618025751071
1954-09-30,insurers,banks,125.23450643776526
1954-09-30,insurers,foreigners_official,11.667811158798791
1954-09-30,insurers,mutual_funds_etfs,0.20291845493648084
1954-09-30,insurers,nonfinancial_corporates,50.45905579399074
1954-09-30,insurers,other_financial,0.9469527897004066
1954-09-30,insurers,pensions,2.6717596566531436
1954-09-30,insurers,state_local_governments,5.8169957081551935
1954-09-30,_residual,banks,2492.6116738197484
1954-09-30,_residual,foreigners_official,232.23090128755265
1954-09-30,_residual,mutual_funds_etfs,4.038798283260122
1954-09-30,_residual,nonfinancial_corporates,1004.3145064377696
1954-09-30,_residual,other_financial,18.847725321886774
1954-09-30,_residual,pensions,53.17751072961221
1954-09-30,_residual,state_local_governments,115.77888412017033
1954-12-31,dealers,banks,4.23653088041835
1954-12-31,dealers,insurers,0.03153745072369676
1954-12-31,dealers,mutual_funds_etfs,0.0289093298301376
1954-12-31,dealers,nonfinancial_corporates,3.0407358738489334
1954-12-31,dealers,pensions,0.2654402102504619
1954-12-31,dealers,state_local_governments,0.3968462549284198
1954-12-31,foreigners_official,banks,37.59921156373
1954-12-31,foreigners_official,insurers,0.27989487516512
1954-12-31,foreigners_official,mutual_funds_etfs,0.2565703022347669
1954-12-31,foreigners_official,nonfinancial_corporates,26.986530880419366
1954-12-31,foreigners_official,pensions,2.3557818659665424
1954-12-31,foreigners_official,state_local_governments,3.522010512484195
1954-12-31,households_residual,banks,199.64651773981518
1954-12-31,households_residual,insurers,1.486202365309176
1954-12-31,households_residual,mutual_funds_etfs,1.3623521682001098
1954-12-31,households_residual,nonfinancial_corporates,143.29467805519005
1954-12-31,households_residual,pensions,12.508869908016075
1954-12-31,households_residual,state_local_governments,18.701379763469387
1954-12-31,other_financial,banks,22.771353482258156
1954-12-31,other_financial,insurers,0.1695137976355986
1954-12-31,other_financial,mutual_funds_etfs,0.15538764783270945
1954-12-31,other_financial,nonfinancial_corporates,16.343955321943618
1954-12-31,other_financial,pensions,1.4267411300927288
1954-12-31,other_financial,state_local_governments,2.133048620237184
1954-12-31,_residual,banks,1347.746386333778
1954-12-31,_residual,insurers,10.032851511166408
1954-12-31,_residual,mutual_funds_etfs,9.196780551902275
1954-12-31,_residual,nonfinancial_corporates,967.3340998685981
1954-12-31,_residual,pensions,84.44316688567419
1954-12-31,_residual,state_local_governments,126.24671484888081
1955-03-31,banks,foreigners_official,5.52581032412699
1955-03-31,banks,households_residual,1246.9911964785938
1955-03-31,banks,nonfinancial_corporates,18.41936774709623
1955-03-31,banks,other_financial,127.09363745497983
1955-03-31,banks,pensions,105.91136454581607
1955-03-31,banks,state_local_governments,174.06302521008206
1955-03-31,banks,_residual,2924.9955982393053
1955-03-31,dealers,foreigners_official,0.41296518607514837
1955-03-31,dealers,households_residual,93.19247699079567
1955-03-31,dealers,nonfinancial_corporates,1.376550620248804
1955-03-31,dealers,other_financial,9.49819927971247
1955-03-31,dealers,pensions,7.91516606642718
1955-03-31,dealers,state_local_governments,13.00840336134507
1955-03-31,dealers,_residual,218.59623849539568
1955-03-31,insurers,foreigners_official,0.05882352941271741
1955-03-31,insurers,households_residual,13.274509803920706
1955-03-31,insurers,nonfinancial_corporates,0.19607843137348294
1955-03-31,insurers,other_financial,1.3529411764713635
1955-03-31,insurers,pensions,1.1274509803929629
1955-03-31,insurers,state_local_governments,1.8529411764712949
1955-03-31,insurers,_residual,31.137254901957473
1955-03-31,mutual_funds_etfs,households_residual,0.5418167266897813
1955-03-31,mutual_funds_etfs,other_financial,0.055222088836339646
