date,sector,inferred_total,fwtw_delta,diff,diff_pct
1954-03-31,households_residual,108.0,108.0,0.0,0.0
1954-03-31,mutual_funds_etfs,19.0,19.0,0.0,0.0
1954-03-31,other_financial,316.0,316.0,0.0,0.0
1954-03-31,pensions,199.0,199.0,0.0,0.0
1954-03-31,state_local_governments,60.00000000000001,60.0,7.105427357601002e-15,1.1842378929335004e-14
1954-06-30,banks,2779.9999999999995,2780.0,-4.547473508864641e-13,-1.635781837721094e-14
1954-06-30,dealers,425.99999999999994,426.0,-5.684341886080802e-14,-1.3343525554180285e-14
1954-06-30,pensions,182.99999999999997,183.0,-2.842170943040401e-14,-1.5530988759783612e-14
1954-06-30,state_local_governments,63.99999999999999,64.0,-7.105427357601002e-15,-1.1102230246251565e-14
1954-09-30,banks,3703.0,3703.0,0.0,0.0
1954-09-30,foreigners_official,345.0,345.0,0.0,0.0
1954-09-30,mutual_funds_etfs,6.0,6.0,0.0,0.0
1954-09-30,nonfinancial_corporates,1492.0,1492.0,0.0,0.0
1954-09-30,other_financial,28.000000000000004,28.0,3.552713678800501e-15,1.2688263138573217e-14
1954-09-30,pensions,79.0,79.0,0.0,0.0
1954-09-30,state_local_governments,172.0,172.0,0.0,0.0
1954-12-31,banks,1612.0,1612.0,0.0,0.0
1954-12-31,insurers,11.999999999999998,12.0,-1.7763568394002505e-15,-1.4802973661668752e-14
1954-12-31,mutual_funds_etfs,11.0,11.0,0.0,0.0
1954-12-31,nonfinancial_corporates,1157.0,1157.0,0.0,0.0
1954-12-31,pensions,100.99999999999999,101.0,-1.4210854715202004e-14,-1.407015318336832e-14
1954-12-31,state_local_governments,151.0,151.0,0.0,0.0
1955-03-31,foreigners_official,5.997599039615847,6.0,-0.0024009603841532723,-0.04001600640255454
1955-03-31,households_residual,1353.9999999999998,1354.0,-2.2737367544323206e-13,-1.6792738215896017e-14
1955-03-31,nonfinancial_corporates,19.991996798719487,20.0,-0.008003201280512684,-0.04001600640256342
1955-03-31,other_financial,138.0,138.0,0.0,0.0
1955-03-31,pensions,115.0,115.0,0.0,0.0
1955-03-31,state_local_governments,189.0,189.0,0.0,0.0
1955-06-30,foreigners_official,86.0,86.0,0.0,0.0
1955-06-30,households_residual,581.0,581.0,0.0,0.0
1955-06-30,mutual_funds_etfs,27.0,27.0,0.0,0.0
1955-06-30,pensions,143.99999999999997,144.0,-2.842170943040401e-14,-1.9737298215558338e-14
1955-06-30,state_local_governments,270.0,270.0,0.0,0.0
1955-09-30,foreigners_official,188.0,188.0,0.0,0.0
1955-09-30,households_residual,947.0,947.0,0.0,0.0
1955-09-30,insurers,159.0,159.0,0.0,0.0
1955-09-30,mutual_funds_etfs,54.0,54.0,0.0,0.0
1955-09-30,nonfinancial_corporates,1831.0,1831.0,0.0,0.0
1955-09-30,pensions,184.99999999999997,185.0,-2.842170943040401e-14,-1.5363086178596762e-14
1955-09-30,state_local_governments,302.0,302.0,0.0,0.0
1955-12-31,dealers,46.0,46.0,0.0,0.0
1955-12-31,foreigners_official,57.0,57.0,0.0,0.0
1955-12-31,mutual_funds_etfs,22.0,22.0,0.0,0.0
1955-12-31,nonfinancial_corporates,2662.0,2662.0,0.0,0.0
1955-12-31,other_financial,304.0,304.0,0.0,0.0
1955-12-31,pensions,136.0,136.0,0.0,0.0
1955-12-31,state_local_governments,386.0,386.0,0.0,0.0
1956-03-31,foreigners_official,386.0,386.0,0.0,0.0
1956-03-31,households_residual,1463.0,1463.0,0.0,0.0
1956-03-31,other_financial,325.0,325.0,0.0,0.0
1956-03-31,pensions,189.99999999999997,190.0,-2.842170943040401e-14,-1.495879443705474e-14
1956-03-31,state_local_governments,262.0,262.0,0.0,0.0
1956-06-30,dealers,11.0,11.0,0.0,0.0
1956-06-30,foreigners_official,55.00000000000001,55.0,7.105427357601002e-15,1.2918958832001821e-14
1956-06-30,other_financial,16.0,16.0,0.0,0.0
1956-06-30,state_local_governments,332.99999999999994,333.0,-5.684341886080802e-14,-1.70700957539964e-14
1956-09-30,banks,364.0,364.0,0.0,0.0
1956-09-30,foreigners_official,256.0,256.0,0.0,0.0
1956-09-30,households_residual,531.0,531.0,0.0,0.0
1956-09-30,mutual_funds_etfs,44.0,44.0,0.0,0.0
1956-09-30,state_local_governments,247.99999999999997,248.0,-2.842170943040401e-14,-1.1460366705808067e-14
1956-12-31,banks,1421.0,1421.0,0.0,0.0
1956-12-31,dealers,129.0,129.0,0.0,0.0
1956-12-31,mutual_funds_etfs,11.0,11.0,0.0,0.0
1956-12-31,nonfinancial_corporates,1143.0,1143.0,0.0,0.0
1956-12-31,state_local_governments,209.0,209.0,0.0,0.0
1957-03-31,banks,357.0,357.0,0.0,0.0
1957-03-31,households_residual,1186.0000000000002,1186.0,2.2737367544323206e-13,1.9171473477506917e-14
1957-03-31,mutual_funds_etfs,4.0,4.0,0.0,0.0
1957-03-31,other_financial,122.0,122.0,0.0,0.0
1957-03-31,pensions,43.0,43.0,0.0,0.0
1957-03-31,state_local_governments,29.0,29.0,0.0,0.0
1957-06-30,households_residual,327.0,327.0,0.0,0.0
1957-06-30,mutual_funds_etfs,12.0,12.0,0.0,0.0
1957-09-30,banks,3101.0,3101.0,0.0,0.0
1957-09-30,dealers,136.0,136.0,0.0,0.0
1957-09-30,households_residual,1395.0,1395.0,0.0,0.0
1957-09-30,nonfinancial_corporates,546.0,546.0,0.0,0.0
1957-12-31,dealers,226.0,226.0,0.0,0.0
1957-12-31,foreigners_official,322.0,322.0,0.0,0.0
1957-12-31,households_residual,233.0,233.0,0.0,0.0
1957-12-31,nonfinancial_corporates,816.0,816.0,0.0,0.0
1957-12-31,other_financial,13.0,13.0,0.0,0.0
1958-03-31,banks,1262.0,1262.0,0.0,0.0
1958-03-31,mutual_funds_etfs,36.99999999999999,37.0,-7.105427357601002e-15,-1.920385772324595e-14
1958-03-31,other_financial,606.0,606.0,0.0,0.0
1958-06-30,banks,3065.0000000000005,3065.0,4.547473508864641e-13,1.4836781431858534e-14
1958-06-30,dealers,535.0,535.0,0.0,0.0
1958-06-30,households_residual,393.0,393.0,0.0,0.0
1958-06-30,mutual_funds_etfs,87.0,87.0,0.0,0.0
1958-06-30,state_local_governments,69.0,69.0,0.0,0.0
1958-09-30,banks,2171.0,2171.0,0.0,0.0
1958-09-30,foreigners_official,838.0,838.0,0.0,0.0
1958-09-30,insurers,325.0,325.0,0.0,0.0
1958-09-30,nonfinancial_corporates,835.0,835.0,0.0,0.0
1958-09-30,pensions,9.0,9.0,0.0,0.0
1958-09-30,state_local_governments,76.0,76.0,0.0,0.0
1958-12-31,banks,1625.0,1625.0,0.0,0.0
1958-12-31,dealers,404.99999999999994,405.0,-5.684341886080802e-14,-1.403541206439704e-14
1958-12-31,foreigners_official,386.0,386.0,0.0,0.0
1958-12-31,households_residual,151.0,151.0,0.0,0.0
1958-12-31,insurers,62.0,62.0,0.0,0.0
1958-12-31,mutual_funds_etfs,44.99999999999999,45.0,-7.105427357601002e-15,-1.578983857244667e-14
1958-12-31,nonfinancial_corporates,2917.0,2917.0,0.0,0.0
1958-12-31,pensions,81.0,81.0,0.0,0.0
1958-12-31,state_local_governments,156.0,156.0,0.0,0.0
1959-03-31,foreigners_official,507.0,507.0,0.0,0.0
1959-03-31,households_residual,1575.0,1575.0,0.0,0.0
1959-03-31,mutual_funds_etfs,31.0,31.0,0.0,0.0
1959-03-31,nonfinancial_corporates,1188.0,1188.0,0.0,0.0
1959-03-31,other_financial,224.99999999999997,225.0,-2.842170943040401e-14,-1.2631870857957336e-14
1959-03-31,pensions,106.0,106.0,0.0,0.0
1959-03-31,state_local_governments,220.99999999999997,221.0,-2.842170943040401e-14,-1.2860502004707697e-14
1959-06-30,foreigners_official,1912.0000000000005,1912.0,4.547473508864641e-13,2.3783857263936407e-14
1959-06-30,insurers,12.0,12.0,0.0,0.0
1959-06-30,nonfinancial_corporates,824.0000000000001,824.0,1.1368683772161603e-13,1.3796946325438837e-14
1959-06-30,pensions,71.00000000000001,71.0,1.4210854715202004e-14,2.001528833127043e-14
1959-06-30,state_local_governments,317.00000000000006,317.0,5.684341886080802e-14,1.7931677874071928e-14
1959-09-30,dealers,126.0,126.0,0.0,0.0
1959-09-30,foreigners_official,1181.0,1181.0,0.0,0.0
1959-09-30,households_residual,1535.0,1535.0,0.0,0.0
1959-09-30,insurers,75.0,75.0,0.0,0.0
1959-09-30,mutual_funds_etfs,85.0,85.0,0.0,0.0
1959-09-30,nonfinancial_corporates,2207.0,2207.0,0.0,0.0
1959-09-30,other_financial,10.0,10.0,0.0,0.0
1959-09-30,pensions,288.0,288.0,0.0,0.0
1959-09-30,state_local_governments,210.0,210.0,0.0,0.0
1959-12-31,dealers,27.0,27.0,0.0,0.0
1959-12-31,foreigners_official,725.0,725.0,0.0,0.0
1959-12-31,households_residual,1719.0,1719.0,0.0,0.0
1959-12-31,mutual_funds_etfs,39.0,39.0,0.0,0.0
1959-12-31,nonfinancial_corporates,1310.0,1310.0,0.0,0.0
1959-12-31,other_financial,57.99999999999999,58.0,-7.105427357601002e-15,-1.2250736823450002e-14
1959-12-31,pensions,144.0,144.0,0.0,0.0
1959-12-31,state_local_governments,467.0,467.0,0.0,0.0
1960-03-31,foreigners_official,27.0,27.0,0.0,0.0
1960-03-31,households_residual,4053.0000000000005,4053.0,4.547473508864641e-13,1.1220018526683051e-14
1960-03-31,mutual_funds_etfs,49.0,49.0,0.0,0.0
1960-03-31,other_financial,230.0,230.0,0.0,0.0
1960-03-31,pensions,119.00000000000001,119.0,1.4210854715202004e-14,1.1941894718657146e-14
1960-03-31,state_local_governments,358.0,358.0,0.0,0.0
1960-06-30,dealers,46.00000000000001,46.0,7.105427357601002e-15,1.544658121217609e-14
1960-06-30,mutual_funds_etfs,10.000000000000002,10.0,1.7763568394002505e-15,1.7763568394002505e-14
1960-06-30,state_local_governments,311.00000000000006,311.0,5.684341886080802e-14,1.827762664334663e-14
1960-09-30,banks,3394.9999999999995,3395.0,-4.547473508864641e-13,-1.3394620055565953e-14
1960-09-30,dealers,376.0,376.0,0.0,0.0
1960-09-30,foreigners_official,133.0,133.0,0.0,0.0
1960-09-30,insurers,4.991698292220113,5.0,-0.008301707779886591,-0.16603415559773183
1960-09-30,other_financial,42.99999999999999,43.0,-7.105427357601002e-15,-1.652424966883954e-14
1960-09-30,state_local_governments,264.0,264.0,0.0,0.0
1960-12-31,banks,3164.0,3164.0,0.0,0.0
1960-12-31,dealers,441.0,441.0,0.0,0.0
1960-12-31,foreigners_official,222.0,222.0,0.0,0.0
1960-12-31,mutual_funds_etfs,11.0,11.0,0.0,0.0
1960-12-31,other_financial,68.0,68.0,0.0,0.0
1960-12-31,pensions,54.0,54.0,0.0,0.0
1961-03-31,other_financial,265.0,265.0,0.0,0.0
1961-03-31,pensions,147.00000000000003,147.0,2.842170943040401e-14,1.9334496211159188e-14
1961-06-30,banks,2022.0,2022.0,0.0,0.0
1961-06-30,pensions,39.0,39.0,0.0,0.0
1961-06-30,state_local_governments,365.0,365.0,0.0,0.0
1961-09-30,banks,4450.0,4450.0,0.0,0.0
1961-09-30,dealers,246.00000000000003,246.0,2.842170943040401e-14,1.1553540418863419e-14
1961-09-30,foreigners_official,586.0000000000002,586.0,2.2737367544323206e-13,3.8800968505671e-14
1961-09-30,households_residual,1332.0,1332.0,0.0,0.0
1961-09-30,insurers,108.00000000000001,108.0,1.4210854715202004e-14,1.3158198810372224e-14
1961-09-30,mutual_funds_etfs,38.0,38.0,0.0,0.0
1961-12-31,banks,369.0,369.0,0.0,0.0
1961-12-31,dealers,541.9999999999999,542.0,-1.1368683772161603e-13,-2.0975431313951297e-14
1961-12-31,foreigners_official,161.0,161.0,0.0,0.0
1961-12-31,mutual_funds_etfs,138.99999999999997,139.0,-2.842170943040401e-14,-2.0447272971513677e-14
1961-12-31,nonfinancial_corporates,808.0,808.0,0.0,0.0
1961-12-31,state_local_governments,211.99999999999997,212.0,-2.842170943040401e-14,-1.340646671245472e-14
1962-03-31,households_residual,904.0,904.0,0.0,0.0
1962-03-31,insurers,90.0,90.0,0.0,0.0
1962-03-31,nonfinancial_corporates,121.0,121.0,0.0,0.0
1962-03-31,other_financial,525.0,525.0,0.0,0.0
1962-03-31,pensions,221.0,221.0,0.0,0.0
1962-06-30,foreigners_official,445.0,445.0,0.0,0.0
1962-06-30,households_residual,16.999999999999996,17.0,-3.552713678800501e-15,-2.0898315757650004e-14
1962-06-30,pensions,88.0,88.0,0.0,0.0
1962-06-30,state_local_governments,244.0,244.0,0.0,0.0
1962-09-30,dealers,24.0,24.0,0.0,0.0
1962-09-30,foreigners_official,650.0,650.0,0.0,0.0
1962-09-30,households_residual,1578.0,1578.0,0.0,0.0
1962-09-30,insurers,114.0,114.0,0.0,0.0
1962-09-30,mutual_funds_etfs,278.0,278.0,0.0,0.0
1962-09-30,other_financial,20.0,20.0,0.0,0.0
1962-09-30,pensions,115.0,115.0,0.0,0.0
1962-09-30,state_local_governments,361.0,361.0,0.0,0.0
1962-12-31,banks,1922.0,1922.0,0.0,0.0
1962-12-31,dealers,830.0,830.0,0.0,0.0
1962-12-31,foreigners_official,261.0,261.0,0.0,0.0
1962-12-31,insurers,2.0,2.0,0.0,0.0
1962-12-31,nonfinancial_corporates,662.0,662.0,0.0,0.0
1962-12-31,other_financial,174.0,174.0,0.0,0.0
1962-12-31,pensions,51.0,51.0,0.0,0.0
1962-12-31,state_local_governments,576.0,576.0,0.0,0.0
1963-03-31,foreigners_official,119.0,119.0,0.0,0.0
1963-03-31,nonfinancial_corporates,4060.0000000000005,4060.0,4.547473508864641e-13,1.1200673667154288e-14
1963-03-31,other_financial,458.0000000000001,458.0,1.1368683772161603e-13,2.4822453651007865e-14
1963-03-31,pensions,128.00000000000003,128.0,2.842170943040401e-14,2.220446049250313e-14
1963-03-31,state_local_governments,950.0000000000001,950.0,1.1368683772161603e-13,1.1967035549643792e-14
1963-06-30,foreigners_official,553.0,553.0,0.0,0.0
1963-06-30,other_financial,126.0,126.0,0.0,0.0
1963-06-30,pensions,302.0,302.0,0.0,0.0
1963-06-30,state_local_governments,291.0,291.0,0.0,0.0
1963-09-30,dealers,430.9999999999999,431.0,-1.1368683772161603e-13,-2.6377456547938753e-14
1963-09-30,foreigners_official,117.99999999999999,118.0,-1.4210854715202004e-14,-1.2043097216272884e-14
1963-09-30,households_residual,1387.0,1387.0,0.0,0.0
1963-09-30,insurers,215.99999999999997,216.0,-2.842170943040401e-14,-1.3158198810372224e-14
1963-09-30,mutual_funds_etfs,139.0,139.0,0.0,0.0
1963-09-30,pensions,59.99999999999999,60.0,-7.105427357601002e-15,-1.1842378929335004e-14
1963-09-30,state_local_governments,567.9999999999999,568.0,-1.1368683772161603e-13,-2.001528833127043e-14
1963-12-31,banks,1358.0,1358.0,0.0,0.0
1963-12-31,households_residual,421.0,421.0,0.0,0.0
1963-12-31,insurers,112.0,112.0,0.0,0.0
1963-12-31,nonfinancial_corporates,526.0,526.0,0.0,0.0
1963-12-31,other_financial,351.0,351.0,0.0,0.0
1964-03-31,households_residual,1380.0,1380.0,0.0,0.0
1964-03-31,mutual_funds_etfs,94.99999999999999,95.0,-1.4210854715202004e-14,-1.495879443705474e-14
1964-03-31,nonfinancial_corporates,1020.0,1020.0,0.0,0.0
1964-03-31,pensions,408.0,408.0,0.0,0.0
1964-03-31,state_local_governments,189.99999999999997,190.0,-2.842170943040401e-14,-1.495879443705474e-14
1964-06-30,dealers,452.00000000000006,452.0,5.684341886080802e-14,1.257597762407257e-14
1964-06-30,households_residual,27.000000000000004,27.0,3.552713678800501e-15,1.3158198810372224e-14
1964-06-30,mutual_funds_etfs,8.0,8.0,0.0,0.0
1964-06-30,other_financial,48.0,48.0,0.0,0.0
1964-06-30,pensions,43.00000000000001,43.0,7.105427357601002e-15,1.652424966883954e-14
1964-09-30,banks,1618.0,1618.0,0.0,0.0
1964-09-30,dealers,514.0,514.0,0.0,0.0
1964-09-30,foreigners_official,549.0,549.0,0.0,0.0
1964-09-30,insurers,295.0,295.0,0.0,0.0
1964-09-30,mutual_funds_etfs,80.0,80.0,0.0,0.0
1964-09-30,pensions,87.0,87.0,0.0,0.0
1964-09-30,state_local_governments,347.0,347.0,0.0,0.0
1964-12-31,banks,2213.0,2213.0,0.0,0.0
1964-12-31,foreigners_official,505.0,505.0,0.0,0.0
1964-12-31,nonfinancial_corporates,79.0,79.0,0.0,0.0
1964-12-31,pensions,18.0,18.0,0.0,0.0
1964-12-31,state_local_governments,540.0,540.0,0.0,0.0
1965-03-31,households_residual,2627.0,2627.0,0.0,0.0
1965-03-31,mutual_funds_etfs,56.999999999999986,57.0,-1.4210854715202004e-14,-2.49313240617579e-14
1965-03-31,other_financial,248.99999999999997,249.0,-2.842170943040401e-14,-1.1414341136708435e-14
1965-03-31,pensions,580.9999999999999,581.0,-1.1368683772161603e-13,-1.9567441948643037e-14
1965-03-31,state_local_governments,263.99999999999994,264.0,-5.684341886080802e-14,-2.153159805333637e-14
1965-06-30,dealers,555.0,555.0,0.0,0.0
1965-06-30,state_local_governments,389.9999999999999,390.0,-1.1368683772161603e-13,-2.9150471210670774e-14
1965-09-30,foreigners_official,221.0,221.0,0.0,0.0
1965-09-30,mutual_funds_etfs,274.0,274.0,0.0,0.0
1965-09-30,state_local_governments,773.0,773.0,0.0,0.0
1965-12-31,banks,3645.0,3645.0,0.0,0.0
1965-12-31,dealers,487.0,487.0,0.0,0.0
1965-12-31,foreigners_official,549.0,549.0,0.0,0.0
1965-12-31,nonfinancial_corporates,719.0,719.0,0.0,0.0
1965-12-31,other_financial,58.00000000000001,58.0,7.105427357601002e-15,1.2250736823450002e-14
1965-12-31,state_local_governments,764.0,764.0,0.0,0.0
1966-03-31,households_residual,4013.0000000000005,4013.0,4.547473508864641e-13,1.1331855242623079e-14
1966-03-31,mutual_funds_etfs,244.0,244.0,0.0,0.0
1966-03-31,nonfinancial_corporates,410.0,410.0,0.0,0.0
1966-03-31,pensions,99.00000000000001,99.0,1.4210854715202004e-14,1.4354398702224247e-14
1966-03-31,state_local_governments,311.00000000000006,311.0,5.684341886080802e-14,1.827762664334663e-14
1966-06-30,mutual_funds_etfs,116.0,116.0,0.0,0.0
1966-06-30,other_financial,274.0,274.0,0.0,0.0
1966-06-30,state_local_governments,511.0,511.0,0.0,0.0
1966-09-30,banks,273.0,273.0,0.0,0.0
1966-09-30,dealers,75.0,75.0,0.0,0.0
1966-09-30,households_residual,2922.9999999999995,2923.0,-4.547473508864641e-13,-1.5557555623895452e-14
1966-09-30,mutual_funds_etfs,278.0,278.0,0.0,0.0
1966-09-30,pensions,93.99999999999999,94.0,-1.4210854715202004e-14,-1.5117930548087238e-14
1966-12-31,banks,2574.0,2574.0,0.0,0.0
1966-12-31,dealers,849.0,849.0,0.0,0.0
1966-12-31,nonfinancial_corporates,280.0,280.0,0.0,0.0
1966-12-31,other_financial,758.0,758.0,0.0,0.0
1967-03-31,banks,1952.9999999999995,1953.0,-4.547473508864641e-13,-2.3284554576879885e-14
1967-03-31,dealers,397.9999999999999,398.0,-1.1368683772161603e-13,-2.8564532090858296e-14
1967-03-31,foreigners_official,354.99999999999994,355.0,-5.684341886080802e-14,-1.6012230665016343e-14
1967-03-31,other_financial,973.9999999999999,974.0,-1.1368683772161603e-13,-1.1672159930350723e-14
1967-03-31,state_local_governments,17.999999999999996,18.0,-3.552713678800501e-15,-1.9737298215558338e-14
1967-06-30,foreigners_official,30.0,30.0,0.0,0.0
1967-06-30,other_financial,142.99999999999997,143.0,-2.842170943040401e-14,-1.98753212800028e-14
1967-09-30,banks,7165.0,7165.0,0.0,0.0
1967-09-30,dealers,275.0,275.0,0.0,0.0
1967-09-30,foreigners_official,485.0,485.0,0.0,0.0
1967-09-30,households_residual,2224.0,2224.0,0.0,0.0
1967-09-30,insurers,17.0,17.0,0.0,0.0
1967-09-30,state_local_governments,29.999999999999996,30.0,-3.552713678800501e-15,-1.1842378929335004e-14
1967-12-31,banks,2504.0000000000005,2504.0,4.547473508864641e-13,1.8160836696743774e-14
1967-12-31,foreigners_official,1217.0000000000002,1217.0,2.2737367544323206e-13,1.868312863132556e-14
1967-12-31,households_residual,1468.0,1468.0,0.0,0.0
1967-12-31,mutual_funds_etfs,227.0,227.0,0.0,0.0
1967-12-31,nonfinancial_corporates,1377.0,1377.0,0.0,0.0
1968-03-31,households_residual,4353.0,4353.0,0.0,0.0
1968-03-31,mutual_funds_etfs,246.0,246.0,0.0,0.0
1968-03-31,nonfinancial_corporates,1386.0,1386.0,0.0,0.0
1968-03-31,other_financial,180.0,180.0,0.0,0.0
1968-03-31,pensions,274.0,274.0,0.0,0.0
1968-06-30,other_financial,179.0,179.0,0.0,0.0
1968-09-30,banks,3603.9999999999995,3604.0,-4.547473508864641e-13,-1.2617851023486796e-14
1968-09-30,dealers,1638.0,1638.0,0.0,0.0
1968-09-30,foreigners_official,575.9999999999999,576.0,-1.1368683772161603e-13,-1.9737298215558338e-14
1968-09-30,households_residual,1303.0,1303.0,0.0,0.0
1968-09-30,insurers,69.0,69.0,0.0,0.0
1968-09-30,mutual_funds_etfs,357.99999999999994,358.0,-5.684341886080802e-14,-1.5878049961119556e-14
1968-09-30,state_local_governments,211.0,211.0,0.0,0.0
1968-12-31,banks,1679.0,1679.0,0.0,0.0
1968-12-31,foreigners_official,981.0,981.0,0.0,0.0
1968-12-31,nonfinancial_corporates,1130.0,1130.0,0.0,0.0
1968-12-31,pensions,137.0,137.0,0.0,0.0
1968-12-31,state_local_governments,412.0,412.0,0.0,0.0
1969-03-31,households_residual,7340.000000000001,7340.0,9.094947017729282e-13,1.2390935991456788e-14
1969-03-31,mutual_funds_etfs,428.0,428.0,0.0,0.0
1969-03-31,nonfinancial_corporates,490.0,490.0,0.0,0.0
1969-03-31,pensions,30.0,30.0,0.0,0.0
