date,sector,inferred_total,fwtw_delta,diff,diff_pct
1969-03-31,state_local_governments,506.00000000000006,506.0,5.684341886080802e-14,1.1233877245218975e-14
1969-06-30,dealers,386.99999999999994,387.0,-5.684341886080802e-14,-1.468822192785737e-14
1969-06-30,other_financial,59.00000000000001,59.0,7.105427357601002e-15,1.2043097216272884e-14
1969-06-30,state_local_governments,524.0,524.0,0.0,0.0
1969-09-30,foreigners_official,1951.0,1951.0,0.0,0.0
1969-09-30,households_residual,8578.0,8578.0,0.0,0.0
1969-09-30,mutual_funds_etfs,51.0,51.0,0.0,0.0
1969-09-30,state_local_governments,795.0,795.0,0.0,0.0
1969-12-31,banks,299.0,299.0,0.0,0.0
1969-12-31,dealers,862.0,862.0,0.0,0.0
1969-12-31,households_residual,2004.0,2004.0,0.0,0.0
1969-12-31,insurers,5.0,5.0,0.0,0.0
1969-12-31,other_financial,219.0,219.0,0.0,0.0
1969-12-31,state_local_governments,1256.0,1256.0,0.0,0.0
1970-03-31,dealers,427.0000000000001,427.0,1.1368683772161603e-13,2.6624552159629048e-14
1970-03-31,foreigners_official,1776.0000000000002,1776.0,2.2737367544323206e-13,1.2802571815497301e-14
1970-03-31,households_residual,5460.0,5460.0,0.0,0.0
1970-03-31,other_financial,1337.0000000000002,1337.0,2.2737367544323206e-13,1.7006258447511748e-14
1970-03-31,state_local_governments,956.0000000000001,956.0,1.1368683772161603e-13,1.1891928631968203e-14
1970-06-30,foreigners_official,1671.0,1671.0,0.0,0.0
1970-06-30,mutual_funds_etfs,2087.0,2087.0,0.0,0.0
1970-06-30,nonfinancial_corporates,859.9999999999999,860.0,-1.1368683772161603e-13,-1.3219399735071631e-14
1970-06-30,state_local_governments,403.0,403.0,0.0,0.0
1970-09-30,banks,5208.0,5208.0,0.0,0.0
1970-09-30,dealers,1387.0,1387.0,0.0,0.0
1970-09-30,foreigners_official,2738.0,2738.0,0.0,0.0
1970-09-30,insurers,279.0,279.0,0.0,0.0
1970-09-30,nonfinancial_corporates,951.0,951.0,0.0,0.0
1970-09-30,pensions,263.0,263.0,0.0,0.0
1970-12-31,banks,5893.0,5893.0,0.0,0.0
1970-12-31,dealers,1391.0,1391.0,0.0,0.0
1970-12-31,foreigners_official,3306.9999999999995,3307.0,-4.547473508864641e-13,-1.375105385202492e-14
1970-12-31,mutual_funds_etfs,27.999999999999996,28.0,-3.552713678800501e-15,-1.2688263138573217e-14
1970-12-31,other_financial,820.0,820.0,0.0,0.0
1971-03-31,banks,906.0000000000002,906.0,2.2737367544323206e-13,2.5096432168127158e-14
1971-03-31,foreigners_official,4977.0,4977.0,0.0,0.0
1971-03-31,mutual_funds_etfs,42.00000000000001,42.0,7.105427357601002e-15,1.691768418476429e-14
1971-03-31,other_financial,1147.0000000000002,1147.0,2.2737367544323206e-13,1.9823337004640982e-14
1971-06-30,foreigners_official,7171.0,7171.0,0.0,0.0
1971-06-30,nonfinancial_corporates,1445.0000000000002,1445.0,2.2737367544323206e-13,1.5735202452818826e-14
1971-09-30,dealers,407.0,407.0,0.0,0.0
1971-09-30,foreigners_official,9931.0,9931.0,0.0,0.0
1971-09-30,households_residual,1599.0,1599.0,0.0,0.0
1971-12-31,banks,5774.0,5774.0,0.0,0.0
1971-12-31,foreigners_official,4475.0,4475.0,0.0,0.0
1971-12-31,insurers,80.0,80.0,0.0,0.0
1971-12-31,mutual_funds_etfs,102.0,102.0,0.0,0.0
1971-12-31,nonfinancial_corporates,2886.0,2886.0,0.0,0.0
1971-12-31,other_financial,380.0,380.0,0.0,0.0
1971-12-31,state_local_governments,739.0,739.0,0.0,0.0
1972-03-31,foreigners_official,2803.0,2803.0,0.0,0.0
1972-03-31,households_residual,1900.0,1900.0,0.0,0.0
1972-03-31,insurers,33.99532131553598,34.0,-0.00467868446401809,-0.013760836658876736
1972-03-31,other_financial,1685.9999999999998,1686.0,-2.2737367544323206e-13,-1.3485983122374382e-14
1972-03-31,pensions,151.99999999999997,152.0,-2.842170943040401e-14,-1.8698493046318424e-14
1972-03-31,state_local_governments,692.0,692.0,0.0,0.0
1972-06-30,foreigners_official,90.0,90.0,0.0,0.0
1972-06-30,mutual_funds_etfs,12.0,12.0,0.0,0.0
1972-06-30,pensions,1.0,1.0,0.0,0.0
1972-06-30,state_local_governments,305.0,305.0,0.0,0.0
1972-09-30,banks,129.0,129.0,0.0,0.0
1972-09-30,dealers,663.0,663.0,0.0,0.0
1972-09-30,foreigners_official,5314.0,5314.0,0.0,0.0
1972-09-30,households_residual,487.0,487.0,0.0,0.0
1972-09-30,insurers,24.0,24.0,0.0,0.0
1972-09-30,mutual_funds_etfs,142.0,142.0,0.0,0.0
1972-09-30,pensions,92.0,92.0,0.0,0.0
1972-09-30,state_local_governments,566.0,566.0,0.0,0.0
1972-12-31,banks,6610.0,6610.0,0.0,0.0
1972-12-31,dealers,241.99999999999997,242.0,-2.842170943040401e-14,-1.1744508029092565e-14
1972-12-31,insurers,96.0,96.0,0.0,0.0
1972-12-31,nonfinancial_corporates,2103.0,2103.0,0.0,0.0
1972-12-31,pensions,712.0,712.0,0.0,0.0
1972-12-31,state_local_governments,746.0,746.0,0.0,0.0
1973-03-31,foreigners_official,7690.0,7690.0,0.0,0.0
1973-03-31,households_residual,2673.0,2673.0,0.0,0.0
1973-03-31,pensions,434.0,434.0,0.0,0.0
1973-03-31,state_local_governments,528.0,528.0,0.0,0.0
1973-06-30,dealers,65.0,65.0,0.0,0.0
1973-06-30,households_residual,30.000000000000004,30.0,3.552713678800501e-15,1.1842378929335004e-14
1973-06-30,mutual_funds_etfs,81.00000000000001,81.0,1.4210854715202004e-14,1.75442650804963e-14
1973-06-30,pensions,59.00000000000001,59.0,7.105427357601002e-15,1.2043097216272884e-14
1973-06-30,state_local_governments,465.00000000000006,465.0,5.684341886080802e-14,1.2224391152861939e-14
1973-09-30,dealers,459.0,459.0,0.0,0.0
1973-09-30,households_residual,4810.0,4810.0,0.0,0.0
1973-09-30,mutual_funds_etfs,120.0,120.0,0.0,0.0
1973-09-30,other_financial,145.0,145.0,0.0,0.0
1973-09-30,pensions,268.0,268.0,0.0,0.0
1973-09-30,state_local_governments,263.0,263.0,0.0,0.0
1973-12-31,banks,3399.0,3399.0,0.0,0.0
1973-12-31,dealers,119.0,119.0,0.0,0.0
1973-12-31,households_residual,946.9999999999999,947.0,-1.1368683772161603e-13,-1.2004945905133688e-14
1973-12-31,insurers,77.0,77.0,0.0,0.0
1973-12-31,nonfinancial_corporates,565.9999999999999,566.0,-1.1368683772161603e-13,-2.0086013731734282e-14
1973-12-31,other_financial,711.0,711.0,0.0,0.0
1973-12-31,pensions,148.0,148.0,0.0,0.0
1974-03-31,households_residual,6731.0,6731.0,0.0,0.0
1974-03-31,insurers,79.99999999999999,80.0,-1.4210854715202004e-14,-1.7763568394002505e-14
1974-03-31,money_market_funds,1.992968640135002,2.0,-0.0070313598649980324,-0.3515679932499016
1974-03-31,mutual_funds_etfs,199.0,199.0,0.0,0.0
1974-03-31,pensions,61.99999999999999,62.0,-7.105427357601002e-15,-1.1460366705808067e-14
1974-03-31,state_local_governments,37.0,37.0,0.0,0.0
1974-06-30,foreigners_official,2705.9999999999995,2706.0,-4.547473508864641e-13,-1.6805149700164972e-14
1974-06-30,money_market_funds,2.9999999999999996,3.0,-4.440892098500626e-16,-1.4802973661668752e-14
1974-06-30,nonfinancial_corporates,539.0,539.0,0.0,0.0
1974-06-30,pensions,848.9999999999999,849.0,-1.1368683772161603e-13,-1.3390675821156186e-14
1974-09-30,dealers,896.0,896.0,0.0,0.0
1974-09-30,money_market_funds,15.0,15.0,0.0,0.0
1974-09-30,mutual_funds_etfs,331.00000000000006,331.0,5.684341886080802e-14,1.71732383265281e-14
1974-09-30,nonfinancial_corporates,501.0,501.0,0.0,0.0
1974-09-30,other_financial,35.0,35.0,0.0,0.0
1974-09-30,pensions,2453.0000000000005,2453.0,4.547473508864641e-13,1.8538416261168534e-14
1974-09-30,state_local_governments,449.0,449.0,0.0,0.0
1975-03-31,banks,5412.0,5412.0,0.0,0.0
1975-03-31,dealers,607.0,607.0,0.0,0.0
1975-03-31,foreigners_official,6050.0,6050.0,0.0,0.0
1975-03-31,insurers,523.0,523.0,0.0,0.0
1975-03-31,money_market_funds,132.0,132.0,0.0,0.0
1975-03-31,nonfinancial_corporates,3865.0,3865.0,0.0,0.0
1975-03-31,other_financial,2800.9999999999995,2801.0,-4.547473508864641e-13,-1.623517853932396e-14
1975-03-31,state_local_governments,468.0,468.0,0.0,0.0
1975-06-30,banks,9751.999999999998,9752.0,-1.8189894035458565e-12,-1.865247542602396e-14
1975-06-30,foreigners_official,390.0,390.0,0.0,0.0
1975-06-30,households_residual,2334.0,2334.0,0.0,0.0
1975-06-30,insurers,466.0,466.0,0.0,0.0
1975-06-30,money_market_funds,47.0,47.0,0.0,0.0
1975-06-30,mutual_funds_etfs,164.0,164.0,0.0,0.0
1975-06-30,nonfinancial_corporates,1633.0,1633.0,0.0,0.0
1975-06-30,pensions,1549.0,1549.0,0.0,0.0
1975-09-30,banks,9143.0,9143.0,0.0,0.0
1975-09-30,households_residual,9515.0,9515.0,0.0,0.0
1975-09-30,insurers,595.0,595.0,0.0,0.0
1975-09-30,money_market_funds,305.0,305.0,0.0,0.0
1975-09-30,mutual_funds_etfs,544.0,544.0,0.0,0.0
1975-09-30,nonfinancial_corporates,1086.0,1086.0,0.0,0.0
1975-09-30,pensions,1712.9999999999998,1713.0,-2.2737367544323206e-13,-1.3273419465454294e-14
1975-09-30,state_local_governments,449.0,449.0,0.0,0.0
1975-12-31,banks,10096.000000000002,10096.0,1.8189894035458565e-12,1.8016931493124568e-14
1975-12-31,dealers,48.00000000000001,48.0,7.105427357601002e-15,1.4802973661668752e-14
1975-12-31,foreigners_official,1531.0000000000002,1531.0,2.2737367544323206e-13,1.48513177951164e-14
1975-12-31,households_residual,5036.0,5036.0,0.0,0.0
1975-12-31,insurers,1640.0,1640.0,0.0,0.0
1975-12-31,money_market_funds,331.00000000000006,331.0,5.684341886080802e-14,1.71732383265281e-14
1975-12-31,nonfinancial_corporates,5103.000000000001,5103.0,9.094947017729282e-13,1.7822745478599416e-14
1975-12-31,other_financial,34.0,34.0,0.0,0.0
1975-12-31,pensions,530.0,530.0,0.0,0.0
1975-12-31,state_local_governments,600.0000000000001,600.0,1.1368683772161603e-13,1.8947806286936007e-14
1976-03-31,banks,6789.0,6789.0,0.0,0.0
1976-03-31,dealers,1775.0000000000002,1775.0,2.2737367544323206e-13,1.2809784532013074e-14
1976-03-31,foreigners_official,2434.9999999999995,2435.0,-4.547473508864641e-13,-1.8675455888561154e-14
1976-03-31,insurers,1076.0,1076.0,0.0,0.0
1976-03-31,money_market_funds,274.0,274.0,0.0,0.0
1976-03-31,mutual_funds_etfs,369.0,369.0,0.0,0.0
1976-03-31,nonfinancial_corporates,4970.0,4970.0,0.0,0.0
1976-03-31,other_financial,1174.0,1174.0,0.0,0.0
1976-03-31,pensions,1771.0,1771.0,0.0,0.0
1976-03-31,state_local_governments,2827.0,2827.0,0.0,0.0
1976-06-30,banks,3132.000000000001,3132.0,9.094947017729282e-13,2.903878358151112e-14
1976-06-30,dealers,227.00000000000006,227.0,5.684341886080802e-14,2.504115368317534e-14
1976-06-30,foreigners_official,1574.0000000000005,1574.0,4.547473508864641e-13,2.8891191288847786e-14
1976-06-30,insurers,174.00000000000003,174.0,2.842170943040401e-14,1.6334315764600003e-14
1976-06-30,nonfinancial_corporates,1182.0000000000002,1182.0,2.2737367544323206e-13,1.9236351560341122e-14
1976-06-30,pensions,2194.0000000000005,2194.0,4.547473508864641e-13,2.0726861936484234e-14
1976-06-30,state_local_governments,467.0000000000001,467.0,1.1368683772161603e-13,2.434407659991778e-14
1976-09-30,banks,2745.0,2745.0,0.0,0.0
1976-09-30,dealers,2486.0,2486.0,0.0,0.0
1976-09-30,foreigners_official,4286.0,4286.0,0.0,0.0
1976-09-30,insurers,1298.0000000000002,1298.0,2.2737367544323206e-13,1.7517232314578743e-14
1976-09-30,money_market_funds,142.00000000000003,142.0,2.842170943040401e-14,2.001528833127043e-14
1976-09-30,mutual_funds_etfs,172.0,172.0,0.0,0.0
1976-09-30,other_financial,377.0,377.0,0.0,0.0
1976-09-30,pensions,1456.0,1456.0,0.0,0.0
1976-09-30,state_local_governments,1459.0,1459.0,0.0,0.0
1976-12-31,banks,9975.0,9975.0,0.0,0.0
1976-12-31,dealers,857.0,857.0,0.0,0.0
1976-12-31,foreigners_official,3770.0,3770.0,0.0,0.0
1976-12-31,insurers,663.9999999999999,664.0,-1.1368683772161603e-13,-1.7121511705062657e-14
1976-12-31,money_market_funds,75.0,75.0,0.0,0.0
1976-12-31,nonfinancial_corporates,3176.0,3176.0,0.0,0.0
1976-12-31,other_financial,201.0,201.0,0.0,0.0
1976-12-31,pensions,1879.0,1879.0,0.0,0.0
1976-12-31,state_local_governments,3245.0,3245.0,0.0,0.0
1977-03-31,banks,3484.0,3484.0,0.0,0.0
1977-03-31,foreigners_official,6286.0,6286.0,0.0,0.0
1977-03-31,households_residual,3037.0,3037.0,0.0,0.0
1977-03-31,insurers,1360.0,1360.0,0.0,0.0
1977-03-31,mutual_funds_etfs,282.0,282.0,0.0,0.0
1977-03-31,nonfinancial_corporates,1005.0,1005.0,0.0,0.0
1977-03-31,pensions,463.0,463.0,0.0,0.0
1977-03-31,state_local_governments,1021.0,1021.0,0.0,0.0
1977-06-30,dealers,952.0000000000001,952.0,1.1368683772161603e-13,1.1941894718657146e-14
1977-06-30,foreigners_official,3754.0,3754.0,0.0,0.0
1977-06-30,mutual_funds_etfs,117.00000000000001,117.0,1.4210854715202004e-14,1.2146029671112825e-14
1977-06-30,pensions,3794.0000000000005,3794.0,4.547473508864641e-13,1.1985960750829313e-14
1977-06-30,state_local_governments,3792.0,3792.0,0.0,0.0
1977-09-30,foreigners_official,8175.000000000001,8175.0,9.094947017729282e-13,1.1125317452879856e-14
1977-09-30,households_residual,2396.0,2396.0,0.0,0.0
1977-09-30,insurers,1519.0000000000002,1519.0,2.2737367544323206e-13,1.496864222799421e-14
1977-09-30,mutual_funds_etfs,255.0,255.0,0.0,0.0
1977-09-30,pensions,344.0,344.0,0.0,0.0
1977-09-30,state_local_governments,3741.0,3741.0,0.0,0.0
1977-12-31,banks,607.9999999999999,608.0,-1.1368683772161603e-13,-1.8698493046318424e-14
1977-12-31,dealers,238.99999999999997,239.0,-2.842170943040401e-14,-1.1891928631968203e-14
1977-12-31,foreigners_official,12855.999999999998,12856.0,-1.8189894035458565e-12,-1.4148953045627384e-14
1977-12-31,insurers,585.9999999999999,586.0,-1.1368683772161603e-13,-1.94004842528355e-14
1977-12-31,money_market_funds,128.0,128.0,0.0,0.0
1977-12-31,mutual_funds_etfs,22.999999999999996,23.0,-3.552713678800501e-15,-1.544658121217609e-14
1977-12-31,other_financial,133.0,133.0,0.0,0.0
1977-12-31,pensions,1248.0,1248.0,0.0,0.0
1977-12-31,state_local_governments,3117.9999999999995,3118.0,-4.547473508864641e-13,-1.4584584698090572e-14
1978-03-31,foreigners_official,13785.0,13785.0,0.0,0.0
1978-03-31,households_residual,786.0000000000001,786.0,1.1368683772161603e-13,1.4463974264836645e-14
1978-03-31,money_market_funds,237.0,237.0,0.0,0.0
1978-03-31,mutual_funds_etfs,70.0,70.0,0.0,0.0
1978-03-31,pensions,1044.0,1044.0,0.0,0.0
1978-03-31,state_local_governments,4812.0,4812.0,0.0,0.0
1978-06-30,dealers,593.0,593.0,0.0,0.0
1978-06-30,other_financial,473.99999999999994,474.0,-5.684341886080802e-14,-1.1992282460086078e-14
1978-06-30,pensions,2196.9999999999995,2197.0,-4.547473508864641e-13,-2.0698559439529546e-14
1978-06-30,state_local_governments,2224.0,2224.0,0.0,0.0
1978-09-30,dealers,269.0,269.0,0.0,0.0
1978-09-30,foreigners_official,2025.0,2025.0,0.0,0.0
1978-09-30,households_residual,4388.0,4388.0,0.0,0.0
1978-09-30,insurers,862.0,862.0,0.0,0.0
1978-09-30,state_local_governments,4461.999999999999,4462.0,-9.094947017729282e-13,-2.0383117475861236e-14
1978-12-31,foreigners_official,13453.0,13453.0,0.0,0.0
1978-12-31,insurers,263.99999999999994,264.0,-5.684341886080802e-14,-2.153159805333637e-14
1978-12-31,nonfinancial_corporates,2418.9999999999995,2419.0,-4.547473508864641e-13,-1.8798981020523526e-14
1978-12-31,other_financial,328.99999999999994,329.0,-5.684341886080802e-14,-1.72776349120997e-14
1978-12-31,pensions,2024.0,2024.0,0.0,0.0
1978-12-31,state_local_governments,408.99999999999994,409.0,-5.684341886080802e-14,-1.3898146420735455e-14
1979-03-31,banks,620.0,620.0,0.0,0.0
1979-03-31,dealers,1148.0,1148.0,0.0,0.0
1979-03-31,households_residual,5961.0,5961.0,0.0,0.0
1979-03-31,insurers,981.0000000000001,981.0,1.1368683772161603e-13,1.1588872346749851e-14
1979-03-31,money_market_funds,801.0,801.0,0.0,0.0
1979-03-31,mutual_funds_etfs,138.0,138.0,0.0,0.0
1979-03-31,pensions,1787.0,1787.0,0.0,0.0
1979-03-31,state_local_governments,5760.0,5760.0,0.0,0.0
1979-06-30,dealers,2799.0,2799.0,0.0,0.0
1979-06-30,households_residual,7188.000000000001,7188.0,9.094947017729282e-13,1.2652959123162609e-14
1979-06-30,money_market_funds,301.0,301.0,0.0,0.0
1979-06-30,nonfinancial_corporates,3137.0,3137.0,0.0,0.0
1979-06-30,other_financial,1000.0000000000001,1000.0,1.1368683772161603e-13,1.1368683772161604e-14
1979-06-30,pensions,3881.0,3881.0,0.0,0.0
1979-09-30,foreigners_official,6528.0,6528.0,0.0,0.0
1979-09-30,households_residual,3580.0000000000005,3580.0,4.547473508864641e-13,1.2702439968895645e-14
1979-09-30,pensions,841.0,841.0,0.0,0.0
1979-09-30,state_local_governments,683.0,683.0,0.0,0.0
1979-12-31,banks,1391.0,1391.0,0.0,0.0
1979-12-31,households_residual,26521.0,26521.0,0.0,0.0
1979-12-31,money_market_funds,397.0,397.0,0.0,0.0
1979-12-31,mutual_funds_etfs,157.0,157.0,0.0,0.0
1979-12-31,other_financial,322.0,322.0,0.0,0.0
1979-12-31,pensions,1424.0,1424.0,0.0,0.0
1980-03-31,banks,610.0,610.0,0.0,0.0
1980-03-31,households_residual,19050.0,19050.0,0.0,0.0
1980-03-31,insurers,522.0,522.0,0.0,0.0
1980-03-31,money_market_funds,5383.0,5383.0,0.0,0.0
1980-03-31,mutual_funds_etfs,143.0,143.0,0.0,0.0
1980-03-31,nonfinancial_corporates,658.0,658.0,0.0,0.0
1980-03-31,other_financial,578.0,578.0,0.0,0.0
1980-03-31,pensions,2683.0,2683.0,0.0,0.0
1980-06-30,banks,2236.0,2236.0,0.0,0.0
1980-06-30,dealers,726.0,726.0,0.0,0.0
1980-06-30,foreigners_official,3089.0,3089.0,0.0,0.0
1980-06-30,households_residual,1064.0,1064.0,0.0,0.0
1980-06-30,mutual_funds_etfs,913.0,913.0,0.0,0.0
1980-06-30,other_financial,12.0,12.0,0.0,0.0
1980-06-30,pensions,3636.0,3636.0,0.0,0.0
1980-06-30,state_local_governments,728.0,728.0,0.0,0.0
1980-09-30,banks,8860.0,8860.0,0.0,0.0
1980-09-30,dealers,438.99999999999994,439.0,-5.684341886080802e-14,-1.2948386984238727e-14
1980-09-30,foreigners_official,3516.0,3516.0,0.0,0.0
1980-09-30,households_residual,4194.0,4194.0,0.0,0.0
1980-09-30,insurers,1123.9999999999998,1124.0,-2.2737367544323206e-13,-2.022897468356157e-14
1980-09-30,money_market_funds,2177.9999999999995,2178.0,-4.547473508864641e-13,-2.0879125385053447e-14
1980-09-30,nonfinancial_corporates,3773.9999999999995,3774.0,-4.547473508864641e-13,-1.2049479355762165e-14
1980-09-30,other_financial,250.0,250.0,0.0,0.0
1980-09-30,pensions,3620.9999999999995,3621.0,-4.547473508864641e-13,-1.2558612286287327e-14
1980-09-30,state_local_governments,5510.0,5510.0,0.0,0.0
1980-12-31,banks,6027.999999999999,6028.0,-9.094947017729282e-13,-1.50878351322649e-14
1980-12-31,foreigners_official,6943.0,6943.0,0.0,0.0
1980-12-31,households_residual,9078.0,9078.0,0.0,0.0
1980-12-31,insurers,1666.0,1666.0,0.0,0.0
1980-12-31,nonfinancial_corporates,63.99999999999999,64.0,-7.105427357601002e-15,-1.1102230246251565e-14
1980-12-31,pensions,2599.9999999999995,2600.0,-4.547473508864641e-13,-1.7490282726402467e-14
1980-12-31,state_local_governments,5114.999999999999,5115.0,-9.094947017729282e-13,-1.7780932585981002e-14
1981-03-31,banks,3823.999999999999,3824.0,-9.094947017729282e-13,-2.3783857263936407e-14
1981-03-31,dealers,6329.999999999999,6330.0,-9.094947017729282e-13,-1.4368004767344837e-14
1981-03-31,foreigners_official,8627.999999999998,8628.0,-1.8189894035458565e-12,-2.1082399206604732e-14
1981-03-31,households_residual,553.9999999999999,554.0,-1.1368683772161603e-13,-2.0521089841446938e-14
1981-03-31,insurers,2322.9999999999995,2323.0,-4.547473508864641e-13,-1.9575865298599403e-14
1981-03-31,money_market_funds,11044.0,11044.0,0.0,0.0
1981-03-31,mutual_funds_etfs,798.0,798.0,0.0,0.0
1981-03-31,pensions,2675.9999999999995,2676.0,-4.547473508864641e-13,-1.699354823940449e-14
1981-03-31,state_local_governments,4689.0,4689.0,0.0,0.0
1981-06-30,banks,8.0,8.0,0.0,0.0
1981-06-30,nonfinancial_corporates,4851.0,4851.0,0.0,0.0
1981-06-30,other_financial,1703.0,1703.0,0.0,0.0
1981-06-30,pensions,3363.0,3363.0,0.0,0.0
1981-06-30,state_local_governments,6174.0,6174.0,0.0,0.0
1981-09-30,dealers,392.0,392.0,0.0,0.0
1981-09-30,households_residual,14553.0,14553.0,0.0,0.0
1981-09-30,insurers,895.0,895.0,0.0,0.0
1981-09-30,money_market_funds,2396.0,2396.0,0.0,0.0
1981-09-30,mutual_funds_etfs,80.0,80.0,0.0,0.0
1981-09-30,nonfinancial_corporates,2904.0,2904.0,0.0,0.0
1981-09-30,other_financial,77.0,77.0,0.0,0.0
1981-09-30,pensions,685.0,685.0,0.0,0.0
1981-09-30,state_local_governments,3383.9999999999995,3384.0,-4.547473508864641e-13,-1.3438160487188656e-14
1981-12-31,banks,1557.0,1557.0,0.0,0.0
1981-12-31,dealers,2723.9999999999995,2724.0,-4.547473508864641e-13,-1.6694102455450225e-14
1981-12-31,foreigners_official,5831.999999999999,5832.0,-9.094947017729282e-13,-1.5594902293774487e-14
1981-12-31,insurers,852.0,852.0,0.0,0.0
1981-12-31,money_market_funds,10100.0,10100.0,0.0,0.0
1981-12-31,mutual_funds_etfs,332.0,332.0,0.0,0.0
1981-12-31,other_financial,75.0,75.0,0.0,0.0
1981-12-31,pensions,14277.999999999998,14278.0,-1.8189894035458565e-12,-1.2739805319693628e-14
1981-12-31,state_local_governments,1616.0,1616.0,0.0,0.0
1982-03-31,banks,4081.0,4081.0,0.0,0.0
1982-03-31,dealers,552.0,552.0,0.0,0.0
1982-03-31,households_residual,7641.0,7641.0,0.0,0.0
1982-03-31,insurers,3078.0000000000005,3078.0,4.547473508864641e-13,1.47741179625232e-14
1982-03-31,money_market_funds,4041.0,4041.0,0.0,0.0
1982-03-31,mutual_funds_etfs,737.0,737.0,0.0,0.0
1982-03-31,pensions,11332.000000000002,11332.0,1.8189894035458565e-12,1.6051794948339715e-14
1982-03-31,state_local_governments,8190.0,8190.0,0.0,0.0
1982-06-30,households_residual,3596.0,3596.0,0.0,0.0
1982-06-30,mutual_funds_etfs,383.0,383.0,0.0,0.0
1982-06-30,other_financial,161.99250451117382,162.0,-0.007495488826180008,-0.004626844954432103
1982-06-30,pensions,8876.999999999998,8877.0,-1.8189894035458565e-12,-2.0491037552617514e-14
1982-06-30,state_local_governments,8595.0,8595.0,0.0,0.0
1982-09-30,banks,2147.0,2147.0,0.0,0.0
1982-09-30,foreigners_official,6245.0,6245.0,0.0,0.0
1982-09-30,households_residual,17657.0,17657.0,0.0,0.0
1982-09-30,insurers,2383.0,2383.0,0.0,0.0
1982-09-30,money_market_funds,15819.000000000002,15819.0,1.8189894035458565e-12,1.1498763534647301e-14
1982-09-30,mutual_funds_etfs,699.0,699.0,0.0,0.0
1982-09-30,nonfinancial_corporates,2414.0,2414.0,0.0,0.0
1982-09-30,other_financial,4077.0,4077.0,0.0,0.0
1982-09-30,pensions,9296.0,9296.0,0.0,0.0
1982-12-31,banks,20291.0,20291.0,0.0,0.0
1982-12-31,dealers,11757.0,11757.0,0.0,0.0
1982-12-31,foreigners_official,8964.0,8964.0,0.0,0.0
1982-12-31,insurers,4411.0,4411.0,0.0,0.0
1982-12-31,money_market_funds,4425.0,4425.0,0.0,0.0
1982-12-31,mutual_funds_etfs,493.0,493.0,0.0,0.0
1982-12-31,nonfinancial_corporates,6091.0,6091.0,0.0,0.0
1982-12-31,pensions,8316.0,8316.0,0.0,0.0
1982-12-31,state_local_governments,1381.0,1381.0,0.0,0.0
1983-03-31,banks,22918.0,22918.0,0.0,0.0
1983-03-31,foreigners_official,5925.0,5925.0,0.0,0.0
1983-03-31,households_residual,8353.0,8353.0,0.0,0.0
1983-03-31,insurers,4543.0,4543.0,0.0,0.0
1983-03-31,money_market_funds,2227.0,2227.0,0.0,0.0
1983-03-31,nonfinancial_corporates,4136.0,4136.0,0.0,0.0
1983-03-31,other_financial,12.0,12.0,0.0,0.0
1983-03-31,pensions,7472.0,7472.0,0.0,0.0
1983-03-31,state_local_governments,4447.999999999999,4448.0,-9.094947017729282e-13,-2.0447272971513677e-14
1983-06-30,banks,20238.0,20238.0,0.0,0.0
1983-06-30,foreigners_official,5111.0,5111.0,0.0,0.0
1983-06-30,households_residual,14563.0,14563.0,0.0,0.0
1983-06-30,insurers,3085.0,3085.0,0.0,0.0
1983-06-30,mutual_funds_etfs,559.0,559.0,0.0,0.0
1983-06-30,nonfinancial_corporates,3189.9999999999995,3190.0,-4.547473508864641e-13,-1.425540284910546e-14
1983-06-30,pensions,7182.0,7182.0,0.0,0.0
1983-06-30,state_local_governments,2103.0,2103.0,0.0,0.0
1983-09-30,banks,10368.0,10368.0,0.0,0.0
1983-09-30,dealers,4376.0,4376.0,0.0,0.0
1983-09-30,foreigners_official,397.0,397.0,0.0,0.0
1983-09-30,households_residual,18112.0,18112.0,0.0,0.0
1983-09-30,insurers,3817.0,3817.0,0.0,0.0
1983-09-30,other_financial,729.0,729.0,0.0,0.0
1983-09-30,pensions,8659.0,8659.0,0.0,0.0
1983-09-30,state_local_governments,601.0,601.0,0.0,0.0
1983-12-31,banks,8516.0,8516.0,0.0,0.0
1983-12-31,foreigners_official,1442.0,1442.0,0.0,0.0
1983-12-31,insurers,5374.000000000001,5374.0,9.094947017729282e-13,1.6923980308390926e-14
1983-12-31,money_market_funds,765.0,765.0,0.0,0.0
1983-12-31,nonfinancial_corporates,6676.000000000001,6676.0,9.094947017729282e-13,1.3623347839618458e-14
1983-12-31,pensions,6860.0,6860.0,0.0,0.0
1983-12-31,state_local_governments,4749.0,4749.0,0.0,0.0
1984-03-31,banks,11987.0,11987.0,0.0,0.0
1984-03-31,foreigners_official,1676.0,1676.0,0.0,0.0
1984-03-31,households_residual,14065.0,14065.0,0.0,0.0
1984-03-31,insurers,3512.0000000000005,3512.0,4.547473508864641e-13,1.2948386984238727e-14
1984-03-31,mutual_funds_etfs,661.0,661.0,0.0,0.0
1984-03-31,nonfinancial_corporates,8072.999999999999,8073.0,-9.094947017729282e-13,-1.1265882593495953e-14
1984-03-31,other_financial,540.0,540.0,0.0,0.0
1984-03-31,pensions,7342.0,7342.0,0.0,0.0
1984-03-31,state_local_governments,2967.0,2967.0,0.0,0.0
1984-06-30,foreigners_official,6065.0,6065.0,0.0,0.0
