date,seller,buyer,amount,method,converged
1947-12-31,insurers,mutual_funds_etfs,1.198686697841011,dense,True
1947-12-31,insurers,pensions,23.97373395682022,dense,True
1947-12-31,insurers,state_local_governments,71.02218684707991,dense,True
1947-12-31,insurers,_residual,847.8710576062084,dense,True
1947-12-31,nonfinancial_corporates,foreigners_official,29.13142970848672,dense,True
1947-12-31,nonfinancial_corporates,mutual_funds_etfs,0.5826285941697343,dense,True
1947-12-31,nonfinancial_corporates,pensions,11.652571883394687,dense,True
1947-12-31,nonfinancial_corporates,state_local_governments,34.52074420455676,dense,True
1947-12-31,nonfinancial_corporates,_residual,412.11262560939207,dense,True
1947-12-31,other_financial,foreigners_official,0.955128842901204,dense,True
1947-12-31,other_financial,mutual_funds_etfs,0.01910257685802408,dense,True
1947-12-31,other_financial,pensions,0.38205153716048157,dense,True
1947-12-31,other_financial,state_local_governments,1.1318276788379267,dense,True
1947-12-31,other_financial,_residual,13.511889364242364,dense,True
1947-12-31,banks,foreigners_official,430.8782079136727,sparse,True
1947-12-31,banks,pensions,238.62199783244353,sparse,True
1947-12-31,banks,state_local_governments,447.1379516109845,sparse,True
1947-12-31,banks,_residual,4624.361842637844,sparse,True
1947-12-31,dealers,_residual,654.9999999991488,sparse,True
1947-12-31,households_residual,foreigners_official,168.12649222319547,sparse,True
1947-12-31,households_residual,state_local_governments,174.47096177878967,sparse,True
1947-12-31,households_residual,_residual,1804.4025459956952,sparse,True
1947-12-31,insurers,state_local_governments,88.51947582172487,sparse,True
1947-12-31,insurers,_residual,915.4805241770748,sparse,True
1947-12-31,nonfinancial_corporates,_residual,487.99999999935966,sparse,True
1947-12-31,other_financial,foreigners_official,0.9952998631271721,sparse,True
1947-12-31,other_financial,mutual_funds_etfs,11.999999999914229,sparse,True
1947-12-31,other_financial,pensions,1.378002167548393,sparse,True
1947-12-31,other_financial,state_local_governments,0.8716107884981585,sparse,True
1947-12-31,other_financial,_residual,0.7550871908778823,sparse,True
1948-12-31,banks,dealers,377.229392971246,dense,True
1948-12-31,banks,foreigners_official,67.60383386581469,dense,True
1948-12-31,banks,mutual_funds_etfs,14.872843450479234,dense,True
1948-12-31,banks,nonfinancial_corporates,379.9335463258786,dense,True
1948-12-31,banks,other_financial,89.91309904153356,dense,True
1948-12-31,banks,pensions,177.12204472843453,dense,True
1948-12-31,banks,state_local_governments,261.6268370607029,dense,True
1948-12-31,banks,_residual,6037.69840255591,dense,True
1948-12-31,households_residual,dealers,43.2443633044272,dense,True
1948-12-31,households_residual,foreigners_official,7.749885896850754,dense,True
1948-12-31,households_residual,mutual_funds_etfs,1.7049748973071657,dense,True
1948-12-31,households_residual,nonfinancial_corporates,43.55435874030123,dense,True
1948-12-31,households_residual,other_financial,10.307348242811502,dense,True
1948-12-31,households_residual,pensions,20.304701049748974,dense,True
1948-12-31,households_residual,state_local_governments,29.992058420812416,dense,True
1948-12-31,households_residual,_residual,692.1423094477408,dense,True
1948-12-31,insurers,dealers,137.5262437243268,dense,True
1948-12-31,insurers,foreigners_official,24.64628023733455,dense,True
1948-12-31,insurers,mutual_funds_etfs,5.4221816522136015,dense,True
1948-12-31,insurers,nonfinancial_corporates,138.51209493382018,dense,True
1948-12-31,insurers,other_financial,32.77955271565495,dense,True
1948-12-31,insurers,pensions,64.57325422181653,dense,True
1948-12-31,insurers,state_local_governments,95.38110451848472,dense,True
1948-12-31,insurers,_residual,2201.1592879963487,dense,True
1948-12-31,banks,dealers,400.99411384371865,sparse,True
1948-12-31,banks,foreigners_official,31.23340031470716,sparse,True
1948-12-31,banks,mutual_funds_etfs,6.8713480692355775,sparse,True
1948-12-31,banks,nonfinancial_corporates,403.8686236203761,sparse,True
1948-12-31,banks,other_financial,41.54042241856054,sparse,True
1948-12-31,banks,pensions,261.99999999999676,sparse,True
1948-12-31,banks,state_local_governments,386.99999999999676,sparse,True
1948-12-31,banks,_residual,5872.492091730053,sparse,True
1948-12-31,households_residual,foreigners_official,35.222422159365316,sparse,True
1948-12-31,households_residual,mutual_funds_etfs,7.748932875060372,sparse,True
1948-12-31,households_residual,other_financial,46.84582147195587,sparse,True
1948-12-31,households_residual,_residual,759.1828234953459,sparse,True
1948-12-31,insurers,dealers,157.00588615628013,sparse,True
1948-12-31,insurers,foreigners_official,33.54417752592751,sparse,True
1948-12-31,insurers,mutual_funds_etfs,7.379719055704054,sparse,True
1948-12-31,insurers,nonfinancial_corporates,158.1313763796227,sparse,True
1948-12-31,insurers,other_financial,44.61375610948358,sparse,True
1948-12-31,insurers,_residual,2299.325084774601,sparse,True
1949-12-31,dealers,banks,76.14147431124348,dense,True
1949-12-31,dealers,foreigners_official,1.7423678332092332,dense,True
1949-12-31,dealers,mutual_funds_etfs,0.6795234549516008,dense,True
1949-12-31,dealers,nonfinancial_corporates,32.12926284437825,dense,True
1949-12-31,dealers,other_financial,0.20908413998510797,dense,True
1949-12-31,dealers,pensions,4.948324646314222,dense,True
1949-12-31,dealers,state_local_governments,1.1499627699180939,dense,True
1949-12-31,households_residual,banks,15.618763961280713,dense,True
1949-12-31,households_residual,foreigners_official,0.3574087862993298,dense,True
1949-12-31,households_residual,mutual_funds_etfs,0.13938942665673862,dense,True
1949-12-31,households_residual,nonfinancial_corporates,6.590618019359642,dense,True
1949-12-31,households_residual,other_financial,0.04288905435591958,dense,True
1949-12-31,households_residual,pensions,1.0150409530900968,dense,True
1949-12-31,households_residual,state_local_governments,0.2358897989575577,dense,True
1949-12-31,insurers,banks,716.5107967237527,dense,True
1949-12-31,insurers,foreigners_official,16.396128071481755,dense,True
1949-12-31,insurers,mutual_funds_etfs,6.394489947877885,dense,True
1949-12-31,insurers,nonfinancial_corporates,302.34460163812355,dense,True
1949-12-31,insurers,other_financial,1.9675353685778108,dense,True
1949-12-31,insurers,pensions,46.56500372300819,dense,True
1949-12-31,insurers,state_local_governments,10.82144452717796,dense,True
1949-12-31,_residual,banks,3561.728965003723,dense,True
1949-12-31,_residual,foreigners_official,81.50409530900968,dense,True
1949-12-31,_residual,mutual_funds_etfs,31.786597170513772,dense,True
1949-12-31,_residual,nonfinancial_corporates,1502.9355174981383,dense,True
1949-12-31,_residual,other_financial,9.780491437081162,dense,True
1949-12-31,_residual,pensions,231.47163067758748,dense,True
1949-12-31,_residual,state_local_governments,53.79270290394639,dense,True
1949-12-31,dealers,banks,76.0078723478289,sparse,True
1949-12-31,dealers,mutual_funds_etfs,6.820595720476891,sparse,True
1949-12-31,dealers,nonfinancial_corporates,32.0728870959717,sparse,True
1949-12-31,dealers,other_financial,2.098644837069815,sparse,True
1949-12-31,households_residual,mutual_funds_etfs,18.352941179513017,sparse,True
1949-12-31,households_residual,other_financial,5.647058824465547,sparse,True
1949-12-31,insurers,banks,733.7178009317822,sparse,True
1949-12-31,insurers,mutual_funds_etfs,6.99666903742765,sparse,True
1949-12-31,insurers,nonfinancial_corporates,309.60540615977226,sparse,True
1949-12-31,insurers,other_financial,2.152821242285428,sparse,True
1949-12-31,insurers,pensions,48.52730262888424,sparse,True
1949-12-31,_residual,banks,3560.2743267203864,sparse,True
1949-12-31,_residual,foreigners_official,99.99999999999422,sparse,True
1949-12-31,_residual,mutual_funds_etfs,6.829794062582441,sparse,True
1949-12-31,_residual,nonfinancial_corporates,1502.3217067442533,sparse,True
1949-12-31,_residual,other_financial,2.10147509617921,sparse,True
1949-12-31,_residual,pensions,235.472697371112,sparse,True
1949-12-31,_residual,state_local_governments,65.99999999999422,sparse,True
1950-12-31,banks,foreigners_official,952.2506839094755,dense,True
1950-12-31,banks,mutual_funds_etfs,17.00447649838349,dense,True
1950-12-31,banks,nonfinancial_corporates,2158.2081571748326,dense,True
1950-12-31,banks,pensions,194.53121114150713,dense,True
1950-12-31,banks,state_local_governments,346.21114150708786,dense,True
1950-12-31,banks,_residual,1801.7943297687145,dense,True
1950-12-31,dealers,foreigners_official,20.368067644864468,dense,True
1950-12-31,dealers,mutual_funds_etfs,0.36371549365829403,dense,True
1950-12-31,dealers,nonfinancial_corporates,46.16277045511068,dense,True
1950-12-31,dealers,pensions,4.160905247450884,dense,True
1950-12-31,dealers,state_local_governments,7.405247450882867,dense,True
1950-12-31,dealers,_residual,38.53929370803284,dense,True
1950-12-31,households_residual,foreigners_official,175.4787366326785,dense,True
1950-12-31,households_residual,mutual_funds_etfs,3.133548868440687,dense,True
1950-12-31,households_residual,nonfinancial_corporates,397.71002238249207,dense,True
1950-12-31,households_residual,pensions,35.84779905496146,dense,True
1950-12-31,households_residual,state_local_governments,63.79905496145239,dense,True
1950-12-31,households_residual,_residual,332.0308380999752,dense,True
1950-12-31,insurers,foreigners_official,241.10917682168622,dense,True
1950-12-31,insurers,mutual_funds_etfs,4.305521014672968,dense,True
1950-12-31,insurers,nonfinancial_corporates,546.4567271822932,dense,True
1950-12-31,insurers,pensions,49.25516040785876,dense,True
1950-12-31,insurers,state_local_governments,87.66040785874164,dense,True
1950-12-31,insurers,_residual,456.2130067147477,dense,True
1950-12-31,other_financial,foreigners_official,10.793334991295701,dense,True
1950-12-31,other_financial,mutual_funds_etfs,0.1927381248445661,dense,True
1950-12-31,other_financial,nonfinancial_corporates,24.46232280527233,dense,True
1950-12-31,other_financial,pensions,2.2049241482218362,dense,True
1950-12-31,other_financial,state_local_governments,3.924148221835366,dense,True
1950-12-31,other_financial,_residual,20.422531708530222,dense,True
1950-12-31,banks,foreigners_official,913.1720344087838,sparse,True
1950-12-31,banks,nonfinancial_corporates,2091.882435012359,sparse,True
1950-12-31,banks,pensions,250.2602485979544,sparse,True
1950-12-31,banks,state_local_governments,471.190218084335,sparse,True
1950-12-31,banks,_residual,1743.495063897232,sparse,True
1950-12-31,dealers,foreigners_official,17.41338037562768,sparse,True
1950-12-31,dealers,mutual_funds_etfs,16.340782122903082,sparse,True
1950-12-31,dealers,nonfinancial_corporates,17.600528985095732,sparse,True
1950-12-31,dealers,pensions,23.36061963150275,sparse,True
1950-12-31,dealers,state_local_governments,24.713656335935323,sparse,True
1950-12-31,dealers,_residual,17.57103255684695,sparse,True
1950-12-31,households_residual,foreigners_official,193.8439104868917,sparse,True
1950-12-31,households_residual,nonfinancial_corporates,444.0550698031063,sparse,True
1950-12-31,households_residual,_residual,370.10101970461915,sparse,True
1950-12-31,insurers,foreigners_official,266.3430714527234,sparse,True
1950-12-31,insurers,nonfinancial_corporates,610.1351901560546,sparse,True
1950-12-31,insurers,_residual,508.5217383838273,sparse,True
1950-12-31,other_financial,foreigners_official,9.227603275973642,sparse,True
1950-12-31,other_financial,mutual_funds_etfs,8.659217877093942,sparse,True
1950-12-31,other_financial,nonfinancial_corporates,9.326776043384063,sparse,True
1950-12-31,other_financial,pensions,12.379131770539919,sparse,True
1950-12-31,other_financial,state_local_governments,13.096125579726403,sparse,True
1950-12-31,other_financial,_residual,9.311145457474456,sparse,True
1951-12-31,banks,nonfinancial_corporates,235.57011191573403,dense,True
1951-12-31,banks,other_financial,19.555628703094143,dense,True
1951-12-31,banks,pensions,156.44502962475315,dense,True
1951-12-31,banks,state_local_governments,144.4107965766952,dense,True
1951-12-31,banks,_residual,815.0184331797234,dense,True
1951-12-31,dealers,nonfinancial_corporates,46.90783410138249,dense,True
1951-12-31,dealers,other_financial,3.894009216589862,dense,True
1951-12-31,dealers,pensions,31.152073732718897,dense,True
1951-12-31,dealers,state_local_governments,28.755760368663598,dense,True
1951-12-31,dealers,_residual,162.29032258064515,dense,True
1951-12-31,foreigners_official,nonfinancial_corporates,3.780118499012509,dense,True
1951-12-31,foreigners_official,other_financial,0.3138029405310512,dense,True
1951-12-31,foreigners_official,pensions,2.5104235242484094,dense,True
1951-12-31,foreigners_official,state_local_governments,2.3173140223831474,dense,True
1951-12-31,foreigners_official,_residual,13.078341013824886,dense,True
1951-12-31,households_residual,nonfinancial_corporates,103.60961158657011,dense,True
1951-12-31,households_residual,other_financial,8.601053324555629,dense,True
1951-12-31,households_residual,pensions,68.80842659644503,dense,True
1951-12-31,households_residual,state_local_governments,63.5154707044108,dense,True
1951-12-31,households_residual,_residual,358.4654377880184,dense,True
1951-12-31,insurers,nonfinancial_corporates,393.1323238973009,dense,True
1951-12-31,insurers,other_financial,32.63550581522932,dense,True
1951-12-31,insurers,pensions,261.0840465218346,dense,True
1951-12-31,insurers,state_local_governments,241.0006583278473,dense,True
1951-12-31,insurers,_residual,1360.147465437788,dense,True
1951-12-31,banks,nonfinancial_corporates,337.2075837305411,sparse,True
1951-12-31,banks,other_financial,8.451955855077042,sparse,True
1951-12-31,banks,pensions,223.94373376740782,sparse,True
1951-12-31,banks,_residual,801.3967266461035,sparse,True
1951-12-31,dealers,other_financial,13.731987579667313,sparse,True
1951-12-31,dealers,_residual,259.26801242161406,sparse,True
1951-12-31,foreigners_official,other_financial,22.000000001879336,sparse,True
1951-12-31,households_residual,other_financial,14.120695574213334,sparse,True
1951-12-31,households_residual,_residual,588.8793044272369,sparse,True
1951-12-31,insurers,nonfinancial_corporates,445.7924162694504,sparse,True
1951-12-31,insurers,other_financial,6.695360989162979,sparse,True
1951-12-31,insurers,pensions,296.0562662325837,sparse,True
1951-12-31,insurers,state_local_governments,479.99999999998266,sparse,True
1951-12-31,insurers,_residual,1059.455956505043,sparse,True
1952-03-31,banks,households_residual,166.62226640159045,dense,True
1952-03-31,banks,mutual_funds_etfs,1.6275679257786613,dense,True
1952-03-31,banks,other_financial,28.482438701126572,dense,True
1952-03-31,banks,pensions,39.46852220013254,dense,True
1952-03-31,banks,state_local_governments,70.79920477137178,dense,True
1952-03-31,dealers,households_residual,66.21471172962227,dense,True
1952-03-31,dealers,mutual_funds_etfs,0.6467859509609012,dense,True
1952-03-31,dealers,other_financial,11.318754141815772,dense,True
1952-03-31,dealers,pensions,15.684559310801854,dense,True
1952-03-31,dealers,state_local_governments,28.135188866799204,dense,True
1952-03-31,foreigners_official,households_residual,49.932405566600394,dense,True
1952-03-31,foreigners_official,mutual_funds_etfs,0.48774022531477795,dense,True
1952-03-31,foreigners_official,other_financial,8.535453943008614,dense,True
1952-03-31,foreigners_official,pensions,11.827700463883366,dense,True
1952-03-31,foreigners_official,state_local_governments,21.216699801192842,dense,True
1952-03-31,insurers,households_residual,102.03578528827038,dense,True
1952-03-31,insurers,mutual_funds_etfs,0.9966865473823724,dense,True
1952-03-31,insurers,other_financial,17.442014579191518,dense,True
1952-03-31,insurers,pensions,24.169648774022534,dense,True
1952-03-31,insurers,state_local_governments,43.3558648111332,dense,True
1952-03-31,nonfinancial_corporates,households_residual,429.3101391650099,dense,True
1952-03-31,nonfinancial_corporates,mutual_funds_etfs,4.193505632869449,dense,True
1952-03-31,nonfinancial_corporates,other_financial,73.38634857521537,dense,True
1952-03-31,nonfinancial_corporates,pensions,101.69251159708415,dense,True
1952-03-31,nonfinancial_corporates,state_local_governments,182.41749502982108,dense,True
1952-03-31,_residual,households_residual,4.88469184890656,dense,True
1952-03-31,_residual,mutual_funds_etfs,0.04771371769383698,dense,True
1952-03-31,_residual,other_financial,0.8349900596421471,dense,True
1952-03-31,_residual,pensions,1.1570576540755468,dense,True
1952-03-31,_residual,state_local_governments,2.075546719681909,dense,True
1952-03-31,banks,households_residual,155.51554924024646,sparse,True
1952-03-31,banks,pensions,62.06159235296142,sparse,True
1952-03-31,banks,state_local_governments,89.42285840468327,sparse,True
1952-03-31,dealers,households_residual,121.99999999900491,sparse,True
1952-03-31,foreigners_official,households_residual,91.9999999992235,sparse,True
1952-03-31,insurers,households_residual,119.36438853368307,sparse,True
1952-03-31,insurers,state_local_governments,68.63561146493255,sparse,True
1952-03-31,nonfinancial_corporates,households_residual,329.96653069548563,sparse,True
1952-03-31,nonfinancial_corporates,other_financial,139.61995846415687,sparse,True
1952-03-31,nonfinancial_corporates,pensions,131.679747897804,sparse,True
1952-03-31,nonfinancial_corporates,state_local_governments,189.7337629376475,sparse,True
1952-03-31,_residual,households_residual,0.15353153235635456,sparse,True
1952-03-31,_residual,mutual_funds_etfs,7.9999999996583515,sparse,True
1952-03-31,_residual,other_financial,0.3800415358288067,sparse,True
1952-03-31,_residual,pensions,0.25865974922642265,sparse,True
1952-03-31,_residual,state_local_governments,0.20776719273170208,sparse,True
1952-06-30,banks,dealers,33.09306569343066,dense,True
1952-06-30,banks,foreigners_official,4.163321167883212,dense,True
1952-06-30,banks,mutual_funds_etfs,0.14233576642335766,dense,True
1952-06-30,banks,pensions,2.633211678832117,dense,True
1952-06-30,banks,state_local_governments,16.36861313868613,dense,True
1952-06-30,banks,_residual,21.599452554744527,dense,True
1952-06-30,households_residual,dealers,114.55291970802921,dense,True
1952-06-30,households_residual,foreigners_official,14.411496350364963,dense,True
1952-06-30,households_residual,mutual_funds_etfs,0.4927007299270073,dense,True
1952-06-30,households_residual,pensions,9.114963503649635,dense,True
1952-06-30,households_residual,state_local_governments,56.660583941605836,dense,True
1952-06-30,households_residual,_residual,74.76733576642336,dense,True
1952-06-30,insurers,dealers,234.19708029197082,dense,True
1952-06-30,insurers,foreigners_official,29.463503649635037,dense,True
1952-06-30,insurers,mutual_funds_etfs,1.0072992700729928,dense,True
1952-06-30,insurers,pensions,18.635036496350367,dense,True
1952-06-30,insurers,state_local_governments,115.83941605839416,dense,True
1952-06-30,insurers,_residual,152.85766423357666,dense,True
1952-06-30,nonfinancial_corporates,dealers,520.5793795620439,dense,True
1952-06-30,nonfinancial_corporates,foreigners_official,65.49224452554745,dense,True
1952-06-30,nonfinancial_corporates,mutual_funds_etfs,2.239051094890511,dense,True
1952-06-30,nonfinancial_corporates,pensions,41.42244525547445,dense,True
1952-06-30,nonfinancial_corporates,state_local_governments,257.49087591240874,dense,True
1952-06-30,nonfinancial_corporates,_residual,339.7760036496351,dense,True
1952-06-30,other_financial,dealers,27.577554744525553,dense,True
1952-06-30,other_financial,foreigners_official,3.4694343065693434,dense,True
1952-06-30,other_financial,mutual_funds_etfs,0.1186131386861314,dense,True
1952-06-30,other_financial,pensions,2.1943430656934306,dense,True
1952-06-30,other_financial,state_local_governments,13.64051094890511,dense,True
1952-06-30,other_financial,_residual,17.99954379562044,dense,True
1952-06-30,banks,dealers,14.185625087251141,sparse,True
1952-06-30,banks,foreigners_official,18.22917206496971,sparse,True
1952-06-30,banks,mutual_funds_etfs,2.181818181817912,sparse,True
1952-06-30,banks,pensions,15.634188574835097,sparse,True
1952-06-30,banks,state_local_governments,13.791566683508035,sparse,True
1952-06-30,banks,_residual,13.977629406326438,sparse,True
1952-06-30,households_residual,dealers,127.11853470248185,sparse,True
1952-06-30,households_residual,state_local_governments,61.12922463037438,sparse,True
1952-06-30,households_residual,_residual,81.75224066809875,sparse,True
1952-06-30,insurers,dealers,259.88678205840864,sparse,True
1952-06-30,insurers,state_local_governments,124.97530368876609,sparse,True
1952-06-30,insurers,_residual,167.13791425478055,sparse,True
1952-06-30,nonfinancial_corporates,dealers,516.9877039124825,sparse,True
1952-06-30,nonfinancial_corporates,foreigners_official,83.57985121421936,sparse,True
1952-06-30,nonfinancial_corporates,pensions,45.33732094613321,sparse,True
1952-06-30,nonfinancial_corporates,state_local_governments,248.61093276109486,sparse,True
1952-06-30,nonfinancial_corporates,_residual,332.4841911655223,sparse,True
1952-06-30,other_financial,dealers,11.821354239375951,sparse,True
1952-06-30,other_financial,foreigners_official,15.190976720808093,sparse,True
1952-06-30,other_financial,mutual_funds_etfs,1.8181818181815939,sparse,True
1952-06-30,other_financial,pensions,13.028490479029244,sparse,True
1952-06-30,other_financial,state_local_governments,11.492972236256696,sparse,True
1952-06-30,other_financial,_residual,11.648024505272032,sparse,True
1952-09-30,dealers,banks,162.90660592255125,dense,True
1952-09-30,dealers,foreigners_official,111.76863000325415,dense,True
1952-09-30,dealers,households_residual,344.4923527497559,dense,True
1952-09-30,dealers,insurers,133.81614057923852,dense,True
1952-09-30,dealers,mutual_funds_etfs,0.9186462739993492,dense,True
1952-09-30,dealers,nonfinancial_corporates,117.28050764725025,dense,True
1952-09-30,dealers,pensions,45.93231369996746,dense,True
1952-09-30,dealers,state_local_governments,23.88480312398308,dense,True
1952-09-30,other_financial,banks,1.5580865603644647,dense,True
1952-09-30,other_financial,foreigners_official,1.0689879596485519,dense,True
1952-09-30,other_financial,households_residual,3.2948259030263585,dense,True
1952-09-30,other_financial,insurers,1.2798568174422387,dense,True
1952-09-30,other_financial,nonfinancial_corporates,1.1217051740969737,dense,True
1952-09-30,other_financial,pensions,0.43931012040351447,dense,True
1952-09-30,other_financial,state_local_governments,0.22844126260982753,dense,True
1952-09-30,_residual,banks,367.5353075170843,dense,True
1952-09-30,_residual,foreigners_official,252.16238203709727,dense,True
1952-09-30,_residual,households_residual,777.2128213472176,dense,True
1952-09-30,_residual,insurers,301.9040026033192,dense,True
1952-09-30,_residual,mutual_funds_etfs,2.0725675235925807,dense,True
1952-09-30,_residual,nonfinancial_corporates,264.59778717865277,dense,True
1952-09-30,_residual,pensions,103.62837617962903,dense,True
1952-09-30,_residual,state_local_governments,53.8867556134071,dense,True
1952-09-30,dealers,banks,176.87548606628445,sparse,True
1952-09-30,dealers,households_residual,374.0318079409211,sparse,True
1952-09-30,dealers,insurers,145.2905778401622,sparse,True
1952-09-30,dealers,mutual_funds_etfs,1.5255204817493166,sparse,True
1952-09-30,dealers,nonfinancial_corporates,127.337051058998,sparse,True
1952-09-30,dealers,pensions,76.27602408746584,sparse,True
1952-09-30,dealers,state_local_governments,39.663532525482246,sparse,True
1952-09-30,other_financial,mutual_funds_etfs,0.11688311688397038,sparse,True
1952-09-30,other_financial,pensions,5.844155844198515,sparse,True
1952-09-30,other_financial,state_local_governments,3.0389610389832287,sparse,True
1952-09-30,_residual,banks,355.12451393371555,sparse,True
1952-09-30,_residual,foreigners_official,364.99999999999824,sparse,True
1952-09-30,_residual,households_residual,750.968192059079,sparse,True
1952-09-30,_residual,insurers,291.7094221598377,sparse,True
1952-09-30,_residual,mutual_funds_etfs,1.3575964013667128,sparse,True
1952-09-30,_residual,nonfinancial_corporates,255.66294894100193,sparse,True
1952-09-30,_residual,pensions,67.87982006833563,sparse,True
1952-09-30,_residual,state_local_governments,35.29750643553452,sparse,True
1952-12-31,foreigners_official,banks,92.27008860372747,dense,True
1952-12-31,foreigners_official,dealers,32.325084020776046,dense,True
1952-12-31,foreigners_official,households_residual,12.037885731744577,dense,True
1952-12-31,foreigners_official,nonfinancial_corporates,38.43568591506264,dense,True
1952-12-31,foreigners_official,other_financial,0.977696303085854,dense,True
1952-12-31,foreigners_official,pensions,4.399633363886343,dense,True
1952-12-31,foreigners_official,state_local_governments,19.553926061717082,dense,True
1952-12-31,insurers,banks,56.28475404827375,dense,True
1952-12-31,insurers,dealers,19.718301252673385,dense,True
1952-12-31,insurers,households_residual,7.343110296364191,dense,True
1952-12-31,insurers,nonfinancial_corporates,23.445768408188208,dense,True
1952-12-31,insurers,other_financial,0.5963947448823709,dense,True
1952-12-31,insurers,pensions,2.683776351970669,dense,True
1952-12-31,insurers,state_local_governments,11.927894897647418,dense,True
1952-12-31,mutual_funds_etfs,banks,6.4589062022609225,dense,True
1952-12-31,mutual_funds_etfs,dealers,2.262755881454323,dense,True
1952-12-31,mutual_funds_etfs,households_residual,0.8426520012221204,dense,True
1952-12-31,mutual_funds_etfs,nonfinancial_corporates,2.6904980140543846,dense,True
1952-12-31,mutual_funds_etfs,other_financial,0.06843874121600978,dense,True
1952-12-31,mutual_funds_etfs,pensions,0.307974335472044,dense,True
1952-12-31,mutual_funds_etfs,state_local_governments,1.3687748243201956,dense,True
1952-12-31,_residual,banks,1354.9862511457377,dense,True
1952-12-31,_residual,dealers,474.6938588450962,dense,True
1952-12-31,_residual,households_residual,176.7763519706691,dense,True
1952-12-31,_residual,nonfinancial_corporates,564.4280476626948,dense,True
1952-12-31,_residual,other_financial,14.357470210815764,dense,True
1952-12-31,_residual,pensions,64.60861594867094,dense,True
1952-12-31,_residual,state_local_governments,287.1494042163153,dense,True
1952-12-31,foreigners_official,banks,108.76883849631054,sparse,True
